date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01 00:00:00,5.8,4.2,9.3,0,,,13.6,24.1,1026.5,
2023-01-02 00:00:00,6.9,4.9,7.9,0,,,11.2,25.9,1025.3,
2023-01-03 00:00:00,7.1,3.1,10.7,0,,,7.8,18.5,1029.2,
2023-01-04 00:00:00,2.9,-0.5,6.1,0,,,7.2,18.5,1028.6,
2023-01-05 00:00:00,11.1,6.3,13.7,1.8,,,24.9,40.8,1017.4,
2023-01-06 00:00:00,8.6,6,10.4,0,,,9.6,29.6,1023.1,
2023-01-07 00:00:00,7.9,5,10,0,,,9.8,25.9,1021.4,
2023-01-08 00:00:00,5.2,0.4,7.4,0,,,14.2,33.3,1013.9,
2023-01-09 00:00:00,6,0.7,9,14.1,,,13.9,38.9,1005.6,
2023-01-10 00:00:00,6.4,5.8,7.6,7.5,,,30,44.5,1014.5,
2023-01-11 00:00:00,5,1.8,8.8,1.6,,,9.5,35.2,1020.6,
2023-01-12 00:00:00,5.8,2.7,11.4,2.7,,,6.8,22.2,1021,
2023-01-13 00:00:00,3.8,1.3,6.3,1.2,,,8.4,18.5,1018.3,
2023-01-14 00:00:00,5.7,-0.4,10.7,0,,,11.2,25.9,1021,
2023-01-15 00:00:00,4.3,2.3,6.4,5.9,,,12.6,33.3,1012.4,
2023-01-16 00:00:00,4,2.8,5.6,1.3,,,12.3,29.6,1001.6,
2023-01-17 00:00:00,3.6,1,7,4.1,,,12.2,25.9,992.4,
2023-01-18 00:00:00,4.1,2.5,7.3,1.1,,,9.9,24.1,994.2,
2023-01-19 00:00:00,2.6,0.1,4.3,0.9,,,18.3,40.8,1005.8,
2023-01-20 00:00:00,0.2,-2.1,1.7,0.2,,,19.7,40.8,1012.1,
2023-01-21 00:00:00,0.8,0.2,1.5,2.6,,,20.3,42.6,1016.5,
2023-01-22 00:00:00,0.8,-0.2,1.6,6.8,,,13.2,31.5,1023.8,
2023-01-23 00:00:00,2.6,1.2,5.9,0,,,9.8,24.1,1029,
2023-01-24 00:00:00,2.5,-0.5,5.7,0,,,11.4,25.9,1033.2,
2023-01-25 00:00:00,1.7,0.6,3.9,0,,,11.8,27.8,1031.1,
2023-01-26 00:00:00,0.9,0.4,1.7,0.2,,,5.6,16.7,1021.7,
2023-01-27 00:00:00,0.7,-0.2,1.9,0,,,13.8,27.8,1018.2,
2023-01-28 00:00:00,0.4,-0.5,1.1,0.2,,,19.5,33.3,1022.1,
2023-01-29 00:00:00,-0.8,-4,1,0,,,16.4,35.2,1026.8,
2023-01-30 00:00:00,0.2,-6.3,5,0.3,,,18.4,46.3,1017.2,
2023-01-31 00:00:00,4.6,2.1,6.8,1.7,,,25.4,46.3,1018.4,
2023-02-01 00:00:00,5.8,4.2,7.7,3.6,,,34,50,1016.3,
2023-02-02 00:00:00,4.1,2.4,6.3,1.9,,,30.1,46.3,1017.7,
2023-02-03 00:00:00,3.6,0.3,6.9,9,,,24.9,57.4,1020.5,
2023-02-04 00:00:00,3,0,6.2,0.5,,,31.8,68.5,1025.3,
2023-02-05 00:00:00,-1.2,-4,1,0,,,22.9,37,1036.5,
2023-02-06 00:00:00,-3.7,-5.9,-0.5,0,,,9.4,27.8,1039.2,
2023-02-07 00:00:00,-3.6,-8.9,1.8,0,,,7.6,22.2,1040.8,
2023-02-08 00:00:00,-2.7,-7.1,2.1,0,,,6,22.2,1043.3,
2023-02-09 00:00:00,-2.7,-6.6,3,0,,,9.2,25.9,1040.8,
2023-02-10 00:00:00,-2.1,-7.3,5.1,0,,,6.9,24.1,1038.7,
2023-02-11 00:00:00,2.6,-5.6,8.8,0,,,14.1,35.2,1033.8,
2023-02-12 00:00:00,6.2,2,9.9,0.1,,,17,37,1035.9,
2023-02-13 00:00:00,3.6,-3.1,8.2,0,,,8.1,22.2,1038.3,
2023-02-14 00:00:00,5,0.8,7,0,,,13.6,29.6,1035.9,
2023-02-15 00:00:00,-0.6,-4.2,2.8,0,,,5.4,18.5,1033.5,
2023-02-16 00:00:00,-0.3,-4.1,4.6,0,,,6.9,16.7,1029.1,
2023-02-17 00:00:00,3.1,-3,12.4,1.7,,,8,29.6,1024.2,
2023-02-18 00:00:00,13.4,10.3,16.3,0.1,,,23.1,48.2,1018.2,
2023-02-19 00:00:00,10.2,4.4,14.9,4.4,,,24.8,46.3,1018.3,
2023-02-20 00:00:00,7.6,3,12.8,1.7,,,15.4,40.8,1022.6,
2023-02-21 00:00:00,10.4,6.2,14.7,0,,,16,40.8,1016.9,
2023-02-22 00:00:00,8.9,5.5,13.4,0,,,7.7,24.1,1017,
2023-02-23 00:00:00,7.8,4.8,11.8,0.7,,,12.5,27.8,1015.9,
2023-02-24 00:00:00,9.1,5,14.2,4.8,,,6.8,22.2,1007.1,
2023-02-25 00:00:00,6.1,2.5,9.1,3.8,,,22.1,50,1001.4,
2023-02-26 00:00:00,2.4,0.9,5,0,,,19,40.8,1012.3,
2023-02-27 00:00:00,1.3,-1.1,3.8,0,,,14.2,33.3,1023.5,
2023-02-28 00:00:00,1,-2.9,5.1,0,,,8.4,20.4,1028.9,
2023-03-01 00:00:00,3.4,-2,8.3,0,,,6.4,16.7,1026,
2023-03-02 00:00:00,4.2,-2.1,11,0,,,4.4,16.7,1021.4,
2023-03-03 00:00:00,4.6,-1.7,11,0,,,9.5,31.5,1018.4,
2023-03-04 00:00:00,4.7,-2.4,11.2,0,,,17.6,40.8,1017.2,
2023-03-05 00:00:00,3.8,3,5.6,0,,,16.3,37,1014.2,
2023-03-06 00:00:00,3.2,-0.5,5.1,0,,,8.7,22.2,1008.5,
2023-03-07 00:00:00,3,-2,7.6,0.7,,,12.4,31.5,1004.8,
2023-03-08 00:00:00,7.6,1.7,11.2,0,,,11.3,31.5,1002,
2023-03-09 00:00:00,11.3,6.2,15.9,0.8,,,16.6,44.5,999.6,
2023-03-10 00:00:00,10.3,1.9,17.8,3.9,,,13.8,42.6,997.1,
2023-03-11 00:00:00,5.9,1.7,10.7,0,,,34.1,72.2,1003,
2023-03-12 00:00:00,4.4,0.1,8.6,0,,,9.3,31.5,1016,
2023-03-13 00:00:00,8.8,2.7,15,0.2,,,11,29.6,1013,
2023-03-14 00:00:00,8.8,5.7,12.7,0.7,,,13.7,42.6,1002.1,
2023-03-15 00:00:00,6.4,4,9.2,0,,,24.3,46.3,1012.6,
2023-03-16 00:00:00,4.3,-0.3,9.2,0,,,14.8,29.6,1023.1,
2023-03-17 00:00:00,4.4,-3.6,11.5,0,,,18.6,46.3,1022.9,
2023-03-18 00:00:00,6.4,-1.1,14.1,0,,,16.1,40.8,1019.3,
2023-03-19 00:00:00,8,1.9,15.6,0,,,11,27.8,1018.1,
2023-03-20 00:00:00,11.1,2.9,17.5,0,,,11.3,29.6,1017.8,
2023-03-21 00:00:00,13.1,9.9,16.5,0,,,13.8,29.6,1016.7,
2023-03-22 00:00:00,13,8.7,19.3,0,,,7.1,18.5,1014.7,
2023-03-23 00:00:00,11.9,4.5,20.3,0,,,7.6,20.4,1013.3,
2023-03-24 00:00:00,13.6,9.1,18.5,2.8,,,8.6,24.1,1010.1,
2023-03-25 00:00:00,12.9,9.5,14.9,1.7,,,21.4,42.6,1009.6,
2023-03-26 00:00:00,11.7,4.2,16.2,3.7,,,17.1,35.2,1007.4,
2023-03-27 00:00:00,6.8,2.4,10.6,0.6,,,27,57.4,1005.4,
2023-03-28 00:00:00,3.2,1.1,6.8,0.5,,,27.7,55.5,1020.6,
2023-03-29 00:00:00,3.9,-3.6,9,0,,,8.8,25.9,1023.9,
2023-03-30 00:00:00,7.6,3.1,13.2,5.3,,,9.6,22.2,1017,
2023-03-31 00:00:00,11.7,6.9,17.1,0.6,,,12.6,37,1007.6,
2023-04-01 00:00:00,12.2,8.2,15.8,0.1,,,19.7,40.8,1003.2,
2023-04-02 00:00:00,9.2,5.4,12.2,0.6,,,19.8,38.9,1011.4,
2023-04-03 00:00:00,5.2,2.4,6.9,0,,,31.2,46.3,1021.6,
2023-04-04 00:00:00,2.6,0,6.3,0,,,31.6,46.3,1022.1,
2023-04-05 00:00:00,3,-1.9,7.6,0,,,21.3,38.9,1021.6,
2023-04-06 00:00:00,5,-1.7,9.8,0,,,19,42.6,1019,
2023-04-07 00:00:00,4.9,3.8,6.5,2.3,,,13,33.3,1016.9,
2023-04-08 00:00:00,3.3,0.3,6.2,9.3,,,6.8,18.5,1021,
2023-04-09 00:00:00,6.2,2.6,9.4,1.8,,,4.9,16.7,1024.5,
2023-04-10 00:00:00,9.9,4.9,15.1,0,,,12.1,25.9,1023.3,
2023-04-11 00:00:00,7.5,2.4,11.8,2.3,,,8.4,33.3,1015.2,
2023-04-12 00:00:00,9.7,4.3,15,0,,,12,25.9,1010.4,
2023-04-13 00:00:00,8.2,6.5,10.1,8.4,,,8.2,25.9,1006,
2023-04-14 00:00:00,6.4,4.2,9.1,29.8,,,17.8,37,1001.7,
2023-04-15 00:00:00,7,4.5,10,9.6,,,11.9,27.8,1006.8,
2023-04-16 00:00:00,8.7,2,12.4,0.4,,,9.7,27.8,1016,
2023-04-17 00:00:00,12.9,8.8,18.1,0.1,,,20.1,38.9,1015.9,
2023-04-18 00:00:00,12.7,9.6,15.7,1.5,,,10.3,27.8,1017.4,
2023-04-19 00:00:00,10.6,7.7,12.4,0.3,,,14,35.2,1016.5,
2023-04-20 00:00:00,11.4,5.7,16.8,0,,,6.8,22.2,1016.3,
2023-04-21 00:00:00,13.9,9.4,19.1,0,,,8.7,25.9,1015.9,
2023-04-22 00:00:00,13.6,6.5,20.3,0,,,7.9,24.1,1014.2,
2023-04-23 00:00:00,14.7,6.3,22.3,0,,,14.4,31.5,1011.1,
2023-04-24 00:00:00,12.9,10.8,15.6,0.1,,,13.9,33.3,1006.6,
2023-04-25 00:00:00,11.1,9,14.8,0.6,,,16.6,35.2,1008.5,
2023-04-26 00:00:00,8.9,5.6,12.3,0,,,20,38.9,1015.6,
2023-04-27 00:00:00,9.8,5.4,14.6,0,,,6.5,18.5,1020.3,
2023-04-28 00:00:00,9.7,2.8,16.2,2.1,,,12.6,31.5,1019.2,
2023-04-29 00:00:00,12.2,9.9,15.6,2.6,,,10.3,20.4,1014.8,
2023-04-30 00:00:00,13.4,10,16.8,0,,,19.2,35.2,1018.4,
2023-05-01 00:00:00,13,5.8,19.5,0,,,10,31.5,1018.3,
2023-05-02 00:00:00,14.1,8.3,18.1,3.7,,,11.8,25.9,1018.3,
2023-05-03 00:00:00,13.4,11,16.4,0.3,,,16.7,33.3,1022.5,
2023-05-04 00:00:00,14.2,8.3,20,0,,,8.7,25.9,1021.9,
2023-05-05 00:00:00,15.1,6.8,21.9,0,,,8.7,20.4,1019.5,
2023-05-06 00:00:00,14.5,10.4,20.9,5,,,6.5,22.2,1017.1,
2023-05-07 00:00:00,14.4,8.5,20.2,0,,,10,33.3,1018.5,
2023-05-08 00:00:00,11.8,6,18.3,0,,,8.7,20.4,1023.4,
2023-05-09 00:00:00,12,6.6,17.3,0,,,14.6,29.6,1022.5,
2023-05-10 00:00:00,13.6,5.9,19.7,0,,,17.7,40.8,1016.4,
2023-05-11 00:00:00,15.1,10.1,20.2,0,,,17,38.9,1016,
2023-05-12 00:00:00,11.2,10.2,12.3,9.4,,,16.6,33.3,1018.3,
2023-05-13 00:00:00,11.5,10.1,13.5,1.8,,,14.1,31.5,1021.4,
2023-05-14 00:00:00,10.9,9.4,12.5,19.6,,,13.6,29.6,1017,
2023-05-15 00:00:00,14.1,11.4,18,0.7,,,10.9,31.5,1009.6,
2023-05-16 00:00:00,12.4,10.4,13.9,31.6,,,7.7,24.1,1011,
2023-05-17 00:00:00,10.6,8.9,13.1,6.7,,,22,42.6,1014.5,
2023-05-18 00:00:00,11.7,9.4,14.2,3.8,,,14,35.2,1021.4,
2023-05-19 00:00:00,13.9,10,18.9,0.2,,,5.3,14.8,1023,
2023-05-20 00:00:00,17.7,9.7,24.6,0,,,9.7,25.9,1019.8,
2023-05-21 00:00:00,20,13.7,26,0,,,9.8,24.1,1016.7,
2023-05-22 00:00:00,20,13.3,25.9,1.3,,,7.1,20.4,1014.5,
2023-05-23 00:00:00,18.4,13.4,26.5,4,,,8.9,27.8,1012.3,
2023-05-24 00:00:00,17.3,14.5,20.3,0,,,17.6,31.5,1016.3,
2023-05-25 00:00:00,17.3,11.8,22.2,0,,,11.6,29.6,1020,
2023-05-26 00:00:00,18.3,12.5,23.4,0,,,15.2,35.2,1020.5,
2023-05-27 00:00:00,18.2,13.8,22.1,0,,,12.8,31.5,1021,
2023-05-28 00:00:00,18.2,12.2,23.4,0,,,7.1,20.4,1017.6,
2023-05-29 00:00:00,18.9,11.3,24.2,0,,,6.2,22.2,1016.4,
2023-05-30 00:00:00,19.5,14,23.9,0,,,13.5,33.3,1017.5,
2023-05-31 00:00:00,19.9,14,25.1,0,,,8.9,22.2,1019.5,
2023-06-01 00:00:00,19.8,11.7,26.5,0,,,5.7,16.7,1016,
2023-06-02 00:00:00,20.2,13.1,26.6,0,,,10.2,33.3,1012.9,
2023-06-03 00:00:00,17.2,12.5,21.8,0,,,10.3,22.2,1018.3,
2023-06-04 00:00:00,14.9,11.9,18,8,,,12.6,24.1,1019.9,
2023-06-05 00:00:00,16.9,14,21.6,10.7,,,10.6,22.2,1019.1,
2023-06-06 00:00:00,17.9,15.4,21.8,14,,,8.7,24.1,1016.3,
2023-06-07 00:00:00,18.3,16.3,20.2,4.8,,,5.9,16.7,1016.1,
2023-06-08 00:00:00,18.2,14.1,23.6,8.8,,,7,18.5,1014.5,
2023-06-09 00:00:00,18.6,15.5,22.1,9.7,,,5.6,20.4,1012.6,
2023-06-10 00:00:00,18.7,14.9,23.7,5.3,,,7.3,24.1,1012.4,
2023-06-11 00:00:00,19.4,17.2,22.8,3.1,,,7.9,25.9,1014.1,
2023-06-12 00:00:00,18.1,12.6,22.5,0,,,10.3,27.8,1015.6,
2023-06-13 00:00:00,17,9.9,22.4,0,,,8.4,22.2,1014,
2023-06-14 00:00:00,17,10.9,22.1,0.5,,,7.2,18.5,1014.5,
2023-06-15 00:00:00,18.4,10.8,24,0,,,6.4,24.1,1015.8,
2023-06-16 00:00:00,20.2,15,24.9,0,,,15.2,35.2,1013.6,
2023-06-17 00:00:00,19.3,14.9,24.8,0,,,17.1,35.2,1013.7,
2023-06-18 00:00:00,21.2,12.9,28,0,,,7,22.2,1014.8,
2023-06-19 00:00:00,22.2,14.9,28.7,0,,,8.1,18.5,1015.1,
2023-06-20 00:00:00,23.8,16.1,30.4,0,,,9.4,25.9,1015.4,
2023-06-21 00:00:00,24.5,19.2,31.5,0.4,,,7.8,20.4,1016,
2023-06-22 00:00:00,24.8,18.1,30.9,0,,,7,25.9,1017.3,
2023-06-23 00:00:00,24,19,29.1,0.3,,,18.8,42.6,1015.1,
2023-06-24 00:00:00,19,17.4,20.8,0.4,,,18.8,38.9,1020.3,
2023-06-25 00:00:00,22.2,17.6,26.9,0,,,15,33.3,1018,
2023-06-26 00:00:00,23.4,15.9,28.6,0,,,8.8,29.6,1015,
2023-06-27 00:00:00,20.5,18.2,23.2,0.2,,,14.6,35.2,1014.6,
2023-06-28 00:00:00,18.2,15.6,22.2,0,,,13.8,35.2,1016.3,
2023-06-29 00:00:00,20.1,12.9,26,0,,,7,24.1,1016,
2023-06-30 00:00:00,21.6,13.4,28.4,0,,,10.4,27.8,1010.9,
2023-07-01 00:00:00,22.2,19.2,25.6,3.6,,,11.8,27.8,1007.4,
2023-07-02 00:00:00,22.5,19.2,26.4,0.3,,,21,44.5,1008.7,
2023-07-03 00:00:00,22.2,15,26.9,0.2,,,11.2,29.6,1013,
2023-07-04 00:00:00,23.4,18.3,28.6,0,,,8.9,24.1,1014.4,
2023-07-05 00:00:00,22,15.2,28.9,0.4,,,11.8,29.6,1014,
2023-07-06 00:00:00,22.2,18.1,26.3,0,,,13.6,31.5,1017,
2023-07-07 00:00:00,22.7,15.3,28.5,0,,,12.5,31.5,1020.4,
2023-07-08 00:00:00,22.6,14.6,29,0,,,7.5,20.4,1020.8,
2023-07-09 00:00:00,24.7,15.9,32.2,0,,,6,22.2,1020.2,
2023-07-10 00:00:00,24.7,17.3,35.3,0,,,7,29.6,1018.2,
2023-07-11 00:00:00,25.5,19.2,31.2,0,,,6.9,24.1,1016.5,
2023-07-12 00:00:00,25.9,18.7,33,0,,,9.8,22.2,1012.4,
2023-07-13 00:00:00,23.8,19.9,28.9,6.9,,,15.9,37,1014,
2023-07-14 00:00:00,24,18.4,29,0,,,9.6,20.4,1017.1,
2023-07-15 00:00:00,24.6,15.5,32.3,0,,,12.8,37,1014.6,
2023-07-16 00:00:00,27.2,20.1,33.4,0,,,7.4,25.9,1013.5,
2023-07-17 00:00:00,27,21.1,31,0.9,,,10.3,29.6,1015.7,
2023-07-18 00:00:00,26.2,22.1,30.9,0.5,,,10.8,27.8,1017.5,
2023-07-19 00:00:00,25.6,18.7,31.4,0.1,,,11.1,38.9,1010.6,
2023-07-20 00:00:00,24.3,21.1,28.2,0.1,,,14.7,38.9,1011,
2023-07-21 00:00:00,20.5,16.5,24.7,1.5,,,8.3,27.8,1011.7,
2023-07-22 00:00:00,22.3,17.4,27.2,0.1,,,15.8,37,1014.5,
2023-07-23 00:00:00,22.9,13.5,30.5,0,,,10.9,31.5,1014.9,
2023-07-24 00:00:00,25.8,17,32.6,1.1,,,15.9,37,1007.8,
2023-07-25 00:00:00,21.7,18.7,25.7,9.7,,,11.6,33.3,1004.2,
2023-07-26 00:00:00,18.2,15,20.6,0.1,,,20,40.8,1008.5,
2023-07-27 00:00:00,18.9,13.1,24.4,0,,,17.5,35.2,1014,
2023-07-28 00:00:00,22.6,17,28.9,0,,,13.4,35.2,1010.2,
2023-07-29 00:00:00,23.8,20.4,29.5,0.4,,,11.4,33.3,1011.1,
2023-07-30 00:00:00,21.9,19.6,23.7,9,,,8.8,31.5,1012.1,
2023-07-31 00:00:00,21.6,16.7,26.6,0,,,13.4,35.2,1013.7,
2023-08-01 00:00:00,18,16.4,20.9,20.9,,,7.4,18.5,1007.5,
2023-08-02 00:00:00,21,15.7,25.7,0,,,15.9,33.3,1006.6,
2023-08-03 00:00:00,19.7,16.9,22.4,0,,,8.3,22.2,1007.3,
2023-08-04 00:00:00,18,15.9,21.1,2.5,,,6.8,22.2,1012.1,
2023-08-05 00:00:00,18.7,17,21,14,,,16,37,1006.2,
2023-08-06 00:00:00,16.6,15.5,18,4.2,,,20,40.8,1003.2,
2023-08-07 00:00:00,15.2,13.4,17,4.5,,,26.7,46.3,1011.2,
2023-08-08 00:00:00,17.8,13.2,22.4,0,,,15.6,35.2,1017.2,
2023-08-09 00:00:00,16.4,12.7,19.7,1.7,,,7.4,22.2,1017.5,
2023-08-10 00:00:00,18.2,12.8,23,0,,,10.5,25.9,1020.8,
2023-08-11 00:00:00,20.1,12.1,26.1,0,,,5.6,20.4,1022.8,
2023-08-12 00:00:00,20.6,13.2,27.6,0,,,8.5,24.1,1021.5,
2023-08-13 00:00:00,22,15.6,29.1,0,,,8.9,22.2,1019.6,
2023-08-14 00:00:00,23.1,15.9,30.3,0,,,11.4,31.5,1019.7,
2023-08-15 00:00:00,24.1,16.1,30.7,0,,,11.4,29.6,1018.6,
2023-08-16 00:00:00,23,18.7,30.1,1.6,,,6.7,18.5,1018.3,
2023-08-17 00:00:00,22.5,18.7,28.2,3.5,,,7,20.4,1018.1,
2023-08-18 00:00:00,23.6,18.5,28.9,1.3,,,6.3,16.7,1017.3,
2023-08-19 00:00:00,24.5,18.6,30.7,0,,,5.3,14.8,1018.2,
2023-08-20 00:00:00,26.2,19.4,33,0,,,5.3,22.2,1019.8,
2023-08-21 00:00:00,27,18.6,34.1,0,,,4.6,14.8,1020.2,
2023-08-22 00:00:00,27.1,20.3,34.5,0,,,5.9,18.5,1017.7,
2023-08-23 00:00:00,26.8,22.4,30.7,1.5,,,10.7,29.6,1016.1,
2023-08-24 00:00:00,25.5,19.3,31.1,0,,,5.1,16.7,1016.7,
2023-08-25 00:00:00,25.8,20.2,32.5,1.7,,,9.4,25.9,1013.1,
2023-08-26 00:00:00,26.1,20.7,30.6,2.1,,,10.8,22.2,1011,
2023-08-27 00:00:00,24.4,18.9,31.2,0,,,16.2,33.3,1008.4,
2023-08-28 00:00:00,23.1,18.8,29.9,8.1,,,12.4,33.3,1005.5,
2023-08-29 00:00:00,17.6,15.4,19.1,8.8,,,18.4,33.3,1004.1,
2023-08-30 00:00:00,17,15.1,19.4,0,,,19.7,33.3,1006.8,
2023-08-31 00:00:00,19,14.9,23.4,0,,,13.9,35.2,1012.6,
2023-09-01 00:00:00,19.3,14.3,24.3,0.2,,,7,20.4,1017.8,
2023-09-02 00:00:00,20.8,15.4,27.5,0.1,,,5.6,14.8,1019.7,
2023-09-03 00:00:00,19.7,17.5,23.4,3.6,,,10.4,31.5,1023,
2023-09-04 00:00:00,18.9,16.4,22.4,0,,,16.2,35.2,1025.9,
2023-09-05 00:00:00,19.1,13.1,25.4,0,,,6.3,18.5,1025.1,
2023-09-06 00:00:00,19.5,12.9,26.2,0,,,5.9,18.5,1023.7,
2023-09-07 00:00:00,20.3,13.8,27.1,0,,,6.6,20.4,1023.5,
2023-09-08 00:00:00,20.2,13.3,27.3,0,,,6.8,20.4,1022.1,
2023-09-09 00:00:00,20.7,13.6,28,0,,,7.1,20.4,1020.2,
2023-09-10 00:00:00,21.1,13.5,29.2,0,,,7.7,22.2,1019,
2023-09-11 00:00:00,21.6,14.5,29.4,0,,,7.7,20.4,1015.7,
2023-09-12 00:00:00,22.3,15.8,29.5,0,,,7.6,20.4,1013.6,
2023-09-13 00:00:00,22.4,15.9,29.6,1.4,,,8.1,31.5,1013.4,
2023-09-14 00:00:00,19.8,17,24,7.6,,,15,35.2,1017.7,
2023-09-15 00:00:00,18.7,13.8,23.6,0,,,5.3,16.7,1020.5,
2023-09-16 00:00:00,18.9,13.9,25.1,0,,,12,27.8,1019.4,
2023-09-17 00:00:00,20.2,14.5,27,0,,,10.6,25.9,1018.2,
2023-09-18 00:00:00,21.3,15.2,27.1,0.7,,,14.7,40.8,1013.8,
2023-09-19 00:00:00,19.9,17,22.8,3.7,,,14.1,33.3,1013.3,
2023-09-20 00:00:00,19.2,12.6,25.8,0,,,9.3,29.6,1016.1,
2023-09-21 00:00:00,20.5,14.4,27.4,0.4,,,17.6,42.6,1008.7,
2023-09-22 00:00:00,21.3,14.7,27.9,0,,,13.1,33.3,1005.4,
2023-09-23 00:00:00,16.9,15.1,18.5,5.2,,,13.5,27.8,1013.6,
2023-09-24 00:00:00,15.2,13.9,16.5,8.1,,,24.4,40.8,1021.8,
2023-09-25 00:00:00,17.8,14.1,23.1,0,,,5.8,24.1,1024.4,
2023-09-26 00:00:00,19.6,13.5,26.2,0,,,6.8,22.2,1023.7,
2023-09-27 00:00:00,19.4,13.1,26.7,0,,,7.5,20.4,1023,609
2023-09-28 00:00:00,18.5,12.5,26,0,,,8.6,25.9,1021.4,623
2023-09-29 00:00:00,18,11.8,26.3,0,,,8.2,25.9,1021.8,630
2023-09-30 00:00:00,17.4,11.8,22.8,0,,,10.4,35.2,1022.6,237
2023-10-01 00:00:00,16.2,11.5,21.8,0,,,8.2,24.1,1025.6,390
2023-10-02 00:00:00,16.9,10.2,24.9,0,,,5.9,18.5,1024.8,493
2023-10-03 00:00:00,17.8,11.7,25.6,0,,,11.3,31.5,1020.3,550
2023-10-04 00:00:00,17.2,10.6,21.5,0,,,16.4,38.9,1026.1,503
2023-10-05 00:00:00,13.9,6.1,21.1,0,,,6.6,22.2,1025.8,427
2023-10-06 00:00:00,15.1,9.6,20.6,0,,,6,20.4,1026.5,523
2023-10-07 00:00:00,16.8,7.6,24,0,,,13.4,42.6,1021.6,446
2023-10-08 00:00:00,16,8.4,20.6,0.1,,,16.7,42.6,1021.3,77
2023-10-09 00:00:00,12.4,8.5,15.6,5.5,,,7.4,25.9,1022.2,153
2023-10-10 00:00:00,15.4,11.7,19.6,0.4,,,7.5,25.9,1021.2,159
2023-10-11 00:00:00,14.8,11.9,21,0,,,7.7,24.1,1021.6,312
2023-10-12 00:00:00,15.9,9.7,23.2,0,,,8.2,18.5,1018.3,422
2023-10-13 00:00:00,19.2,14.2,25.5,0,,,6.1,18.5,1017.3,329
2023-10-14 00:00:00,17.2,11.7,24,1.7,,,9.8,29.6,1011.6,389
2023-10-15 00:00:00,12.3,8,17.4,2.5,,,15.8,37,1016.4,167
2023-10-16 00:00:00,8,4.6,12.8,0,,,8.4,27.8,1022.8,468
2023-10-17 00:00:00,7,2,12.2,0,,,7.5,24.1,1022.1,308
2023-10-18 00:00:00,7,1.3,14.5,0,,,12.5,33.3,1017.2,436
2023-10-19 00:00:00,11.5,8.1,14.6,0,,,18,31.5,1003.2,134
2023-10-20 00:00:00,18.4,11.8,24.6,0.2,,,20.4,46.3,991.9,108
2023-10-21 00:00:00,20.1,16.8,23.4,0,,,16,33.3,999.5,269
2023-10-22 00:00:00,15.3,10.7,18.4,6.2,,,13.1,35.2,1009.5,184
2023-10-23 00:00:00,11.8,7.3,17.5,0,,,7.7,20.4,1016.2,224
2023-10-24 00:00:00,13.3,10.3,16,5.5,,,11,25.9,1008.5,116
2023-10-25 00:00:00,14.7,12.9,17.8,8.3,,,10.8,42.6,1002.8,145
2023-10-26 00:00:00,13.8,11.7,17,0.9,,,8.6,29.6,999.6,136
2023-10-27 00:00:00,12.7,10.5,14,27.8,,,11.7,42.6,994.8,0
2023-10-28 00:00:00,11.5,7.5,16.1,0,,,10.2,27.8,1006.2,210
2023-10-29 00:00:00,12.4,7.5,18,0,,,10,31.5,1009.1,213
2023-10-30 00:00:00,14.8,10.6,20.4,0.3,,,11.5,27.8,1008.3,164
2023-10-31 00:00:00,12.7,10.7,14.9,7.3,,,13.6,42.6,1004.9,10
2023-11-01 00:00:00,12,8.8,16.3,0,,,11,25.9,1012,405
2023-11-02 00:00:00,13.3,8.6,18,1.1,,,20.8,48.2,1000.1,227
2023-11-03 00:00:00,10.4,6.9,14.2,22,,,14.4,42.6,990.1,1
2023-11-04 00:00:00,7.2,2.1,11.3,0,,,9.5,25.9,997.3,273
2023-11-05 00:00:00,10.1,8.1,13.5,16,,,9,31.5,991.6,52
2023-11-06 00:00:00,12.2,6.6,17.3,0,,,14.6,37,1008.9,400
2023-11-07 00:00:00,9.5,4.8,14.2,1.9,,,6.4,16.7,1016.1,238
2023-11-08 00:00:00,9.6,2.8,13.2,0,,,11.6,38.9,1018.6,320
2023-11-09 00:00:00,6.5,0.6,12.8,0,,,12.5,33.3,1014.8,227
2023-11-10 00:00:00,7.5,5.8,8.9,5.5,,,9,25.9,1007.1,0
2023-11-11 00:00:00,7.8,6.4,9.9,0,,,11.8,42.6,1004.5,35
2023-11-12 00:00:00,5.9,2,10.8,0,,,10,35.2,1010.8,371
2023-11-13 00:00:00,4.3,0.9,6.5,3.5,,,5.2,18.5,1013.8,14
2023-11-14 00:00:00,10.8,6,14.7,5.2,,,13.1,42.6,1009.7,86
2023-11-15 00:00:00,11.3,8.5,13.8,3,,,18,48.2,1011.8,129
2023-11-16 00:00:00,9.7,6.5,13.5,3.8,,,10.6,33.3,1016.1,235
2023-11-17 00:00:00,6.8,5.3,7.9,7.9,,,20.1,44.5,1011.8,9
2023-11-18 00:00:00,5.3,-0.1,7.7,0,,,19.7,48.2,1023.1,196
2023-11-19 00:00:00,2.7,0.8,4.2,2.9,,,6.3,20.4,1018.3,0
2023-11-20 00:00:00,7.8,1.2,13.4,0.1,,,9.2,31.5,1012.6,42
2023-11-21 00:00:00,8.1,4.2,11.9,0,,,9,22.2,1012.6,152
