date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-11-22 00:00:00,3.5,-0.2,7.4,0.1,,,15.1,40.8,1022.7,193
2023-11-23 00:00:00,3.1,-1.3,8.3,0,,,14.4,33.3,1022.2,206
2023-11-24 00:00:00,5.9,0.4,9.8,3.4,,,19.6,46.3,1003.3,33
2023-11-25 00:00:00,2.5,0.9,3.9,1.1,,,15.9,44.5,1002.8,174
2023-11-26 00:00:00,1.4,-0.4,2.2,0,,,18,44.5,1011.3,142
2023-11-27 00:00:00,2.5,0.7,6,0.9,,,11.2,24.1,1008.9,6
2023-11-28 00:00:00,2.8,1.1,4.8,2.5,,,10.4,35.2,995.8,0
2023-11-29 00:00:00,-0.2,-2.1,2.2,0,,,13.1,37,1009.4,237
2023-11-30 00:00:00,-0.9,-3.6,0.7,1,,,12.4,27.8,1006.5,2
2023-12-01 00:00:00,1.4,0.8,1.9,9.8,,,5.9,18.5,1003.1,0
2023-12-02 00:00:00,0.8,-1,2.4,4.6,,,15.7,46.3,1002.6,0
2023-12-03 00:00:00,-2.1,-5.2,-0.8,0,,,16.3,44.5,1023,250
2023-12-04 00:00:00,-2.9,-7.9,1.2,0,,,14.5,37,1023.4,199
2023-12-05 00:00:00,-0.7,-1.8,0.4,0,,,15.4,35.2,1015.8,37
2023-12-06 00:00:00,0.4,-0.7,1.8,5.1,,,5.9,20.4,1015.7,0
2023-12-07 00:00:00,2.8,0.7,3.7,0,,,15.8,38.9,1019.6,1
2023-12-08 00:00:00,-0.8,-3.6,2,0,,,9.9,29.6,1020,78
2023-12-09 00:00:00,0,-0.6,0.8,1.4,,,10,33.3,1019.3,0
2023-12-10 00:00:00,-0.1,-0.9,0.6,6.2,,,8.9,33.3,1014,11
2023-12-11 00:00:00,0.5,-0.5,1.7,1.1,,,8.5,22.2,1011.3,67
2023-12-12 00:00:00,3.8,-2.3,10.7,0,,,8.1,24.1,1011.3,207
2023-12-13 00:00:00,4.2,3.4,4.9,6.5,,,7.2,24.1,1003.4,0
2023-12-14 00:00:00,6.1,3.2,7.7,0,,,11,24.1,1011,50
2023-12-15 00:00:00,4.3,-0.7,6.9,0,,,14.6,35.2,1030.5,74
2023-12-16 00:00:00,5,3.3,7.5,0.1,,,9.9,27.8,1039.8,124
2023-12-17 00:00:00,3.5,0.2,9.1,0,,,8.8,20.4,1038.9,243
2023-12-18 00:00:00,-1,-2.5,1,0,,,3.2,14.8,1034.6,363
2023-12-19 00:00:00,-1.4,-3.4,0,0,,,1.9,16.7,1026.3,208
2023-12-20 00:00:00,2.5,-1.8,7,0.8,,,9.3,31.5,1015.3,26
2023-12-21 00:00:00,5.2,3.4,6.9,4.7,,,16.7,37,1004.3,6
2023-12-22 00:00:00,5.4,0.2,7.7,10.9,,,21.9,50,996.5,89
2023-12-23 00:00:00,1,0.1,2.8,26.4,,,10.9,44.5,1003.5,13
2023-12-24 00:00:00,7.6,1.1,11.3,5.2,,,17.2,44.5,1009,0
2023-12-25 00:00:00,13.7,12.5,14.7,0,,,25.8,42.6,1010.3,1
2023-12-26 00:00:00,9.6,4.7,13.3,0,,,14.4,40.8,1015.5,191
2023-12-27 00:00:00,7.6,3.6,10.5,0,,,8.3,25.9,1024.3,233
2023-12-28 00:00:00,3.4,0.3,7.8,0,,,8,22.2,1022.6,136
2023-12-29 00:00:00,1.8,0,3.8,0.1,,,4.4,16.7,1019.8,54
2023-12-30 00:00:00,5.2,-0.5,13.1,0,,,8.8,29.6,1018.5,210
2023-12-31 00:00:00,3.4,-0.2,7.4,0,,,7.6,25.9,1013.3,60
2024-01-01 00:00:00,5.5,3,9.2,7.8,,,13.7,35.2,1011.8,153
2024-01-02 00:00:00,3.6,0.8,6.3,1.1,,,6.5,20.4,1010.4,41
2024-01-03 00:00:00,8.6,3.9,13.7,1.6,,,15.2,33.3,1002.1,217
2024-01-04 00:00:00,9.8,5.8,11.8,0.8,,,23.2,50,1003.5,102
2024-01-05 00:00:00,6,2.9,9.2,0,,,10.2,27.8,1008.9,110
2024-01-06 00:00:00,5.5,3.2,6.4,19.1,,,10.6,24.1,1005.5,0
2024-01-07 00:00:00,0.2,-3.4,4.7,3.7,,,23.8,51.8,1008.4,0
2024-01-08 00:00:00,-4.7,-6.8,-3.4,0,,,25.6,48.2,1020.7,1
2024-01-09 00:00:00,-5.7,-8.5,-0.9,0,,,9,29.6,1032.1,370
2024-01-10 00:00:00,-5,-8.3,-0.2,0,,,6.9,20.4,1034.3,379
2024-01-11 00:00:00,-3.5,-8.2,1,0,,,9.5,27.8,1028.2,306
2024-01-12 00:00:00,-0.1,-1.5,1.7,0,,,14.8,31.5,1027.4,106
2024-01-13 00:00:00,-1.1,-3.7,0.5,0,,,12.1,33.3,1021.8,160
2024-01-14 00:00:00,0.3,-2,3.9,0,,,14.7,33.3,1011.1,120
2024-01-15 00:00:00,0.8,-4.3,4.3,0,,,20.7,42.6,1002.6,296
2024-01-16 00:00:00,1,-3.3,4.1,0,,,18.8,42.6,1010.4,270
2024-01-17 00:00:00,-1.6,-6.4,1.4,0,,,14.6,31.5,1004.1,18
2024-01-18 00:00:00,3.7,1.7,5,6.7,,,8.1,37,995,0
2024-01-19 00:00:00,0.7,-0.4,2.2,0,,,21.3,38.9,1015.8,61
2024-01-20 00:00:00,0.2,-1.5,3,0,,,13.2,27.8,1030.8,454
2024-01-21 00:00:00,-1.7,-6.2,2.3,0,,,9,22.2,1034.7,444
2024-01-22 00:00:00,-1.7,-5.4,1.9,0,,,15,33.3,1029.6,260
2024-01-23 00:00:00,2.3,-2.1,8.2,2.4,,,11,33.3,1027.4,189
2024-01-24 00:00:00,4.7,1,11.5,2,,,10.6,46.3,1023.4,0
2024-01-25 00:00:00,9.3,7.4,10.7,0,,,28.5,55.5,1022.4,233
2024-01-26 00:00:00,5.5,2.6,8,2.4,,,14.4,35.2,1025.2,150
2024-01-27 00:00:00,5.9,3.7,7.3,0,,,27.9,51.8,1030.2,309
2024-01-28 00:00:00,3.6,-0.6,7.9,0,,,9.5,31.5,1038,385
2024-01-29 00:00:00,0.6,-2.8,6.7,0,,,9.2,25.9,1039.1,320
2024-01-30 00:00:00,0.7,-2.7,6,0,,,11.7,31.5,1038.5,306
2024-01-31 00:00:00,0.3,-2.6,2.9,0,,,7,20.4,1035.6,16
2024-02-01 00:00:00,3.9,0.3,7.6,2.4,,,7.6,29.6,1027.7,19
2024-02-02 00:00:00,6.1,3,8.7,0,,,12.9,29.6,1028.5,149
2024-02-03 00:00:00,9.6,4.4,11.8,0,,,18.4,42.6,1023.2,35
2024-02-04 00:00:00,10,7.9,12.1,0.3,,,24.5,48.2,1019.9,132
2024-02-05 00:00:00,12.1,10.5,13.9,0,,,25.1,57.4,1015.9,100
2024-02-06 00:00:00,11.5,5.4,15.2,0,,,17.6,42.6,1014.8,313
2024-02-07 00:00:00,10.8,4,14.2,0,,,17.2,38.9,1008.6,281
2024-02-08 00:00:00,10.8,8.9,12.9,0.4,,,14.2,37,1003.8,54
2024-02-09 00:00:00,9.1,5.1,12.4,0,,,10.4,29.6,997.8,74
2024-02-10 00:00:00,13.2,9.9,17.7,1.5,,,20.4,35.2,994,300
2024-02-11 00:00:00,9.3,7.8,10.7,13.3,,,12.8,31.5,994.2,24
2024-02-12 00:00:00,9.4,4.9,11.9,0,,,12.5,33.3,1003.6,161
2024-02-13 00:00:00,7.7,4.2,10.5,0.1,,,19.3,42.6,1017,224
2024-02-14 00:00:00,5.2,-1,10.9,0,,,5,20.4,1024.2,310
2024-02-15 00:00:00,6.5,4.4,9.7,1.6,,,8.5,20.4,1023.9,54
2024-02-16 00:00:00,7.2,3,13.6,0,,,13.4,37,1022.9,390
2024-02-17 00:00:00,6.2,1.5,10.2,0.4,,,7.6,22.2,1028,80
2024-02-18 00:00:00,8.1,2.6,12.3,0,,,9.1,22.2,1031.9,326
2024-02-19 00:00:00,6.8,1.6,12,2.6,,,10.7,31.5,1024.4,42
2024-02-20 00:00:00,8.9,6.6,12.8,0.9,,,13,31.5,1025,146
2024-02-21 00:00:00,8.4,3.5,12.2,0.5,,,8,25.9,1022.7,101
2024-02-22 00:00:00,7.6,3.2,12.7,1.1,,,15.3,31.5,1007.2,94
2024-02-23 00:00:00,9.3,7.7,10.3,14.1,,,13.7,35.2,1000.8,10
2024-02-24 00:00:00,7.3,4.8,10.6,1.4,,,8.8,29.6,1007.1,117
2024-02-25 00:00:00,6.8,1.3,13.2,0,,,11.9,29.6,1009.8,343
2024-02-26 00:00:00,7.9,1.4,14.8,0,,,14.1,40.8,1006.6,356
2024-02-27 00:00:00,9.4,4.5,14.1,0.8,,,9.8,25.9,1012.7,183
2024-02-28 00:00:00,10,7.8,14,0,,,12.5,25.9,1018.5,226
2024-02-29 00:00:00,10.1,4.7,15.2,0,,,7.6,25.9,1018.3,268
2024-03-01 00:00:00,9.8,7,12,1.4,,,10.6,31.5,1010.2,47
2024-03-02 00:00:00,8.5,6.4,10.1,1.9,,,11.6,27.8,1010.4,75
2024-03-03 00:00:00,11,5.8,17.4,0.2,,,18.2,40.8,1007,336
2024-03-04 00:00:00,10.4,3.4,17.7,0,,,9.1,24.1,1007.6,519
2024-03-05 00:00:00,10,7.6,13.1,0,,,14.7,31.5,1012.7,293
2024-03-06 00:00:00,8,5,12.8,0,,,13.8,38.9,1017.4,415
2024-03-07 00:00:00,6.1,4.5,7.9,2,,,12.7,29.6,1019.5,84
2024-03-08 00:00:00,5.1,3.7,6.9,1.8,,,9.4,24.1,1020.2,64
2024-03-09 00:00:00,6.7,3.3,10,0,,,20.2,42.6,1014.5,149
2024-03-10 00:00:00,11,7.9,15.1,1.5,,,23.1,44.5,1006.4,161
2024-03-11 00:00:00,10.5,8.2,12.2,8.4,,,12.3,31.5,1005.3,4
2024-03-12 00:00:00,8.6,8.1,9.9,12,,,23.5,46.3,1010.2,0
2024-03-13 00:00:00,10.1,8.2,13.5,0.9,,,18.6,42.6,1016.4,167
2024-03-14 00:00:00,10.3,6,13.9,0,,,7.7,20.4,1017.3,364
2024-03-15 00:00:00,9.5,3.5,15,0.8,,,6.3,20.4,1016.2,244
2024-03-16 00:00:00,12,7.4,17.9,3.4,,,12.4,33.3,1017.1,113
2024-03-17 00:00:00,9.2,5.8,12.2,0,,,18.2,37,1022.2,444
2024-03-18 00:00:00,6.4,1,11.5,0,,,9.1,25.9,1018.3,424
2024-03-19 00:00:00,4.7,0.8,9.1,0,,,10.3,25.9,1022.2,556
2024-03-20 00:00:00,5.7,-1.3,12.8,0,,,5,16.7,1023.5,525
2024-03-21 00:00:00,9.8,2.1,16.4,0,,,7,24.1,1020.6,264
2024-03-22 00:00:00,13.3,10.3,17,0,,,12.5,31.5,1018.6,140
2024-03-23 00:00:00,10.8,7.8,18.6,3.2,,,14.5,48.2,1009,269
2024-03-24 00:00:00,7.9,5.4,11.4,1.3,,,19.5,40.8,1007.9,353
2024-03-25 00:00:00,7.8,2.1,12.4,0.2,,,17,42.6,1007.9,329
2024-03-26 00:00:00,9.4,0.8,17,0,,,23.7,48.2,1004.4,561
2024-03-27 00:00:00,12.3,6.6,16.4,0,,,22.3,46.3,996.7,314
2024-03-28 00:00:00,12.6,7,18,0.8,,,22.5,48.2,996,299
2024-03-29 00:00:00,12.1,3,20,0,,,18.1,46.3,1007.7,461
2024-03-30 00:00:00,15.9,10,23,0,,,14.5,40.8,1006.5,475
2024-03-31 00:00:00,17.8,12,21.1,0.1,,,23.9,46.3,1003.8,407
2024-04-01 00:00:00,18.3,9.7,25,5.4,,,29.2,50,1000.5,375
2024-04-02 00:00:00,11.7,6.7,16,7.5,,,21.6,51.8,1007.8,284
2024-04-03 00:00:00,12.3,4.7,17,0,,,12.3,27.8,1012.4,441
2024-04-04 00:00:00,14.6,8.3,19.7,0.6,,,14.2,35.2,1014.9,255
2024-04-05 00:00:00,15.7,9.9,21.5,0,,,11,27.8,1018.5,336
2024-04-06 00:00:00,18,12.6,25.3,0,,,7.2,16.7,1018.4,276
2024-04-07 00:00:00,18,11.1,25.8,0,,,10.4,27.8,1019.7,625
2024-04-08 00:00:00,18.3,11.8,26.2,0,,,13.5,38.9,1016.9,584
2024-04-09 00:00:00,18.5,12,24.8,0,,,15.2,37,1011.6,603
2024-04-10 00:00:00,11.9,8.7,17.8,0,,,30.6,64.8,1022.4,43
2024-04-11 00:00:00,14.9,10.5,19.7,0,,,15,35.2,1030.6,437
2024-04-12 00:00:00,16.6,10.8,21.9,0,,,10,29.6,1030.5,604
2024-04-13 00:00:00,18.8,12.6,24.6,0,,,13.2,31.5,1026.4,558
2024-04-14 00:00:00,18.7,10.1,27.7,0,,,9.7,37,1019.5,589
2024-04-15 00:00:00,16.6,12.5,22.3,8.3,,,9.8,33.3,1009.6,152
2024-04-16 00:00:00,8.9,5.8,13.5,7.4,,,11.8,33.3,1006.7,29
2024-04-17 00:00:00,8.5,5.4,13.1,0,,,17,40.8,1005.1,349
2024-04-18 00:00:00,8.1,4.4,12.2,0.1,,,17.6,38.9,1010.9,388
2024-04-19 00:00:00,7.4,3.1,11.5,1.2,,,15.3,35.2,1013.6,322
2024-04-20 00:00:00,7.9,5.6,10.7,7.2,,,19.4,42.6,1011.1,205
2024-04-21 00:00:00,6.1,3.9,8.7,0,,,24.3,42.6,1016.8,262
2024-04-22 00:00:00,6.7,4,11,0,,,15.9,33.3,1019.2,278
2024-04-23 00:00:00,7.9,3.9,11.5,3,,,13.2,27.8,1015.3,49
2024-04-24 00:00:00,7,5.6,8.4,9.9,,,14.8,38.9,1006.9,0
2024-04-25 00:00:00,8.3,4.2,13,0,,,12.2,29.6,1009.3,422
2024-04-26 00:00:00,8.7,1.4,15.1,0.3,,,11,31.5,1012,474
2024-04-27 00:00:00,12.3,4.4,19.6,0,,,15.9,37,1014.8,615
2024-04-28 00:00:00,16.2,8.8,23,0,,,17.8,44.5,1017.4,600
2024-04-29 00:00:00,17.8,9.8,25.2,0,,,11.6,33.3,1022,623
2024-04-30 00:00:00,18.1,11.9,24.2,0,,,14,38.9,1022.5,666
2024-05-01 00:00:00,16.4,11,21.1,0,,,15.2,42.6,1015.7,469
2024-05-02 00:00:00,16.6,12.7,21.4,3.6,,,15.2,40.8,1008.8,309
2024-05-03 00:00:00,14.5,12.8,18.7,3.1,,,10.9,25.9,1010,70
2024-05-04 00:00:00,17.5,11.8,24.8,1.1,,,15.7,38.9,1013.3,465
2024-05-05 00:00:00,18.1,10.7,24.4,0.2,,,10.4,29.6,1011.9,576
2024-05-06 00:00:00,18.4,10.8,24.1,0.2,,,9.5,29.6,1008.4,512
2024-05-07 00:00:00,15.9,14.2,18,3.5,,,17.9,35.2,1011.8,132
2024-05-08 00:00:00,14.9,12.6,18.4,1.8,,,13.5,31.5,1018.7,49
2024-05-09 00:00:00,16.1,10.5,21.2,0,,,12.4,35.2,1021.8,535
2024-05-10 00:00:00,16.5,8.3,22.3,0,,,8.3,29.6,1021.3,605
2024-05-11 00:00:00,17.1,9.2,22.9,0,,,6.8,24.1,1019.9,485
2024-05-12 00:00:00,17.8,13.6,22.8,0,,,7.4,22.2,1019.1,500
2024-05-13 00:00:00,16.1,10,21.2,0,,,11.8,31.5,1018.1,491
2024-05-14 00:00:00,16.5,9.3,22.5,0,,,8.6,25.9,1014.6,709
2024-05-15 00:00:00,17.4,11.4,23.6,0.1,,,14.2,33.3,1013.9,608
2024-05-16 00:00:00,16,10.9,20.4,0.1,,,17,44.5,1014.1,235
2024-05-17 00:00:00,13.1,11.4,16.4,20.7,,,18,38.9,1011.1,33
2024-05-18 00:00:00,15.4,11.3,20.7,0,,,8,22.2,1014,433
2024-05-19 00:00:00,18.3,13.6,23.1,0,,,8,20.4,1011.6,527
2024-05-20 00:00:00,19.2,15.1,24.5,0.4,,,8.1,22.2,1011.5,419
2024-05-21 00:00:00,19,15.9,23.5,26,,,18.3,37,1009.4,141
2024-05-22 00:00:00,18.1,14.4,22.1,2,,,13.4,31.5,1010,231
2024-05-23 00:00:00,19.2,16,23,0,,,10.1,27.8,1014.3,439
2024-05-24 00:00:00,17.5,14.1,21.9,6.4,,,10.7,25.9,1017.6,205
2024-05-25 00:00:00,18.5,14.5,23.2,1.9,,,13,27.8,1018.1,347
2024-05-26 00:00:00,19.7,15.3,24.5,2.7,,,10.1,24.1,1018.9,360
2024-05-27 00:00:00,20.2,13.2,26.1,0,,,8,22.2,1018.7,499
2024-05-28 00:00:00,19.1,15.2,24.9,0,,,16.8,44.5,1015.7,521
2024-05-29 00:00:00,18.8,14.6,23.6,0.3,,,16.7,33.3,1014.2,427
2024-05-30 00:00:00,20.1,15.8,25,0,,,9.8,25.9,1006.5,555
2024-05-31 00:00:00,17.8,14.8,20.2,5.6,,,8.2,27.8,1005.9,93
2024-06-01 00:00:00,15.8,13.6,20.1,12.9,,,9.9,29.6,1009.6,260
2024-06-02 00:00:00,18.6,12.8,24,0.8,,,11.6,31.5,1014.1,284
2024-06-03 00:00:00,18.8,15.4,22.7,7,,,6.4,20.4,1013.2,257
2024-06-04 00:00:00,17.1,14,19.5,17.2,,,14.2,33.3,1013,241
2024-06-05 00:00:00,19.5,13,25.3,0,,,5.6,18.5,1014,
2024-06-06 00:00:00,21.4,16.5,26.5,5.5,,,6.2,18.5,1016.2,
2024-06-07 00:00:00,21.7,17.7,27.5,2.3,,,10,33.3,1016.2,
2024-06-08 00:00:00,22.2,15.1,28.5,0,,,8.3,29.6,1013.2,
2024-06-09 00:00:00,22.3,17.6,26.6,25,,,14,29.6,1007.7,
2024-06-10 00:00:00,18.2,17,19.6,14.9,,,9.2,29.6,1005.4,
2024-06-11 00:00:00,19,16.3,22.2,0,,,16.6,35.2,1010.4,
2024-06-12 00:00:00,15.3,13.9,17.4,0.3,,,15,33.3,1016.7,
2024-06-13 00:00:00,16.7,13.8,21,0,,,10.7,29.6,1015.9,
2024-06-14 00:00:00,17.5,10.5,22.3,0,,,7.7,22.2,1015.8,
2024-06-15 00:00:00,19.7,11.4,26.2,0,,,13.8,38.9,1011.1,
2024-06-16 00:00:00,20.2,16.7,23.9,10.8,,,13,31.5,1011.2,
2024-06-17 00:00:00,21.3,14.1,28,0,,,5.7,18.5,1015,
2024-06-18 00:00:00,23.9,17.1,30.4,0,,,9.9,29.6,1016.2,
2024-06-19 00:00:00,25.2,18.5,31.3,2,,,8.9,22.2,1012.8,
2024-06-20 00:00:00,23.5,19.7,26.9,0,,,9.6,22.2,1019,
2024-06-21 00:00:00,25.9,20.7,31.3,0,,,11.9,29.6,1015,
2024-06-22 00:00:00,22.9,18.6,26,0.5,,,14,38.9,1011.8,
2024-06-23 00:00:00,22.8,18.1,26.7,0,,,17.6,37,1014,
2024-06-24 00:00:00,22.5,18.6,25.6,0,,,16.1,33.3,1016.8,
2024-06-25 00:00:00,22.2,14.6,27.9,0,,,7.5,24.1,1016,
2024-06-26 00:00:00,22.2,18.7,28.8,2.3,,,13.1,29.6,1013.1,
2024-06-27 00:00:00,22.5,18.4,27.7,1.1,,,8.3,20.4,1010.7,
2024-06-28 00:00:00,24,18.1,30.5,0,,,9.5,24.1,1014.3,
2024-06-29 00:00:00,26.3,18.8,32.3,0,,,8.8,25.9,1016,
2024-06-30 00:00:00,27.4,22.3,33.6,2,,,19.4,42.6,1008.6,
2024-07-01 00:00:00,22.4,20.4,24.5,0.2,,,16.7,35.2,1010.8,
2024-07-02 00:00:00,20.5,18,23.2,0,,,22.7,44.5,1010.5,
2024-07-03 00:00:00,18.9,16.5,22.1,0,,,11.8,29.6,1009,
2024-07-04 00:00:00,19.4,15.8,24.7,0,,,15.9,37,1010.4,
2024-07-05 00:00:00,22.6,16.5,26.8,0,,,15.3,37,1013.7,
2024-07-06 00:00:00,24.5,16.9,30.8,0,,,19.7,48.2,1010.1,
2024-07-07 00:00:00,24.1,20.9,27.9,0.6,,,13,27.8,1012.6,
2024-07-08 00:00:00,24.5,19.8,29.8,0,,,9.5,24.1,1016,381
2024-07-09 00:00:00,27.2,20.6,33.4,0,,,8.3,20.4,1017.2,649
2024-07-10 00:00:00,28.9,22.4,34.4,0,,,11.8,29.6,1015.3,677
2024-07-11 00:00:00,28.6,22,33.4,0,,,10,22.2,1015,548
2024-07-12 00:00:00,25.2,20.9,33.5,15.5,,,12.2,27.8,1011.5,467
2024-07-13 00:00:00,24.3,20.5,28.5,0,,,10.6,35.2,1010.5,498
2024-07-14 00:00:00,26.3,22,30.9,0,,,8.8,25.9,1011.5,563
2024-07-15 00:00:00,28.1,23.9,32.9,0,,,6.1,18.5,1012.9,678
2024-07-16 00:00:00,27.4,22.4,32.6,0,,,12.7,31.5,1011.6,611
2024-07-17 00:00:00,26.4,23.3,30.8,0,,,19,35.2,1016.9,574
2024-07-18 00:00:00,26,20.2,32.1,0,,,11,29.6,1019.7,691
2024-07-19 00:00:00,26.3,20.2,32.1,0,,,7.3,22.2,1017.5,639
2024-07-20 00:00:00,23.2,21,25.3,0,,,9.4,18.5,1012,167
2024-07-21 00:00:00,25,19.2,31.2,,,,5.9,20.4,1008.6,700
2024-07-22 00:00:00,25.1,18.7,30.1,0,,,16.7,38.9,1011.7,599
2024-07-23 00:00:00,25.2,22.2,29.2,3,,,16.5,37,1015.9,469
2024-07-24 00:00:00,24,21.2,27.8,0,,,17.7,38.9,1014.1,475
2024-07-25 00:00:00,22,18.4,26.3,0,,,11.7,33.3,1014.1,575
2024-07-26 00:00:00,22.4,14.3,29.6,0,,,5.9,18.5,1013.5,678
2024-07-27 00:00:00,25.7,17.6,33.7,0,,,13.9,33.3,1014.8,666
2024-07-28 00:00:00,24.5,19.5,29.5,0,,,14,40.8,1018.1,457
2024-07-29 00:00:00,22.8,17.9,27.4,0,,,14.2,35.2,1022,711
2024-07-30 00:00:00,22.2,15.9,28.6,0,,,7.8,22.2,1019.5,792
2024-07-31 00:00:00,23.4,14.6,31.7,0,,,7.2,22.2,1015.1,744
2024-08-01 00:00:00,23.6,17.8,30.8,0,,,6,18.5,1011,411
2024-08-02 00:00:00,24.9,21.4,29.6,0.2,,,14.1,33.3,1008,305
2024-08-03 00:00:00,21.9,18.1,26.9,0,,,21.8,38.9,1010.3,541
2024-08-04 00:00:00,20.7,15.4,25.6,0,,,8.8,25.9,1012.9,330
2024-08-05 00:00:00,20.7,16.9,24.8,4,,,10.5,31.5,1013.3,172
2024-08-06 00:00:00,21.4,15.3,26.9,0,,,6.7,16.7,1014.4,731
2024-08-07 00:00:00,22.3,14.8,29.4,0,,,7.4,22.2,1013.3,618
2024-08-08 00:00:00,22.5,19.3,29,9.1,,,8.6,31.5,1014,364
2024-08-09 00:00:00,23.2,18.5,28.4,0,,,8.5,29.6,1016.8,611
2024-08-10 00:00:00,25.8,19.6,31,0,,,10.2,27.8,1019.1,583
2024-08-11 00:00:00,27,19.5,33.6,0,,,5.4,24.1,1018.8,728
2024-08-12 00:00:00,27.1,21,34,0,,,10.6,22.2,1014.4,627
2024-08-13 00:00:00,28.7,23.5,35,0,,,8.5,18.5,1011.1,509
2024-08-14 00:00:00,28.5,21.5,34.7,0,,,11.8,27.8,1011.8,667
2024-08-15 00:00:00,27.6,20.8,33.4,0.5,,,8.7,24.1,1014.8,636
2024-08-16 00:00:00,28.2,21.5,33.9,0,,,5.6,20.4,1014.9,610
2024-08-17 00:00:00,26.8,22.8,32.4,16.4,,,8.9,20.4,1011.7,347
2024-08-18 00:00:00,25.1,20,31.3,2.9,,,10.8,31.5,1007.8,513
2024-08-19 00:00:00,23.9,21.3,28.1,0,,,18.6,35.2,1010.6,343
2024-08-20 00:00:00,24,19.9,31.3,2.1,,,11.4,35.2,1012.1,457
2024-08-21 00:00:00,23.1,19.4,27,0,,,16.2,42.6,1012.3,344
2024-08-22 00:00:00,21.2,17.4,24.5,0,,,8.8,25.9,1015.7,512
2024-08-23 00:00:00,22.2,14,30.5,0,,,8.8,25.9,1014.8,714
2024-08-24 00:00:00,25.7,18.4,33.7,0,,,10,27.8,1015.3,735
2024-08-25 00:00:00,26.5,18.8,34.1,0,,,17.1,37,1014.3,599
2024-08-26 00:00:00,24.5,19.9,30,0,,,17.6,37,1017.5,489
2024-08-27 00:00:00,24.3,18.8,30.3,0,,,12.8,35.2,1018.8,415
2024-08-28 00:00:00,26.3,20.1,32.9,0,,,8,16.7,1018.7,595
2024-08-29 00:00:00,26.7,20.7,32.9,0,,,7.7,20.4,1017.3,541
2024-08-30 00:00:00,25.8,20,33.3,0,,,5.8,25.9,1017,540
2024-08-31 00:00:00,26.7,19.5,33.9,0,,,8.8,25.9,1017.4,512
2024-09-01 00:00:00,26.6,20.6,32.7,0,,,8.1,27.8,1016.2,472
2024-09-02 00:00:00,25.6,19.2,33,0,,,9.4,25.9,1013.7,508
2024-09-03 00:00:00,26.2,18.6,33.7,0,,,9.7,22.2,1015.5,486
2024-09-04 00:00:00,26.2,19.2,33.5,0,,,10.1,25.9,1014.6,668
2024-09-05 00:00:00,25.5,20.9,31,0,,,15.3,27.8,1013.5,594
2024-09-06 00:00:00,23,18.5,28.1,0,,,12,25.9,1013.1,345
2024-09-07 00:00:00,23.8,18.3,30.2,0,,,12.8,35.2,1015.5,568
2024-09-08 00:00:00,24.5,18.6,30.9,0,,,12.5,40.8,1012,537
2024-09-09 00:00:00,18.2,15.2,24.1,26.4,,,10.5,25.9,1006.4,1
2024-09-10 00:00:00,19,15.5,24,0,,,19.5,38.9,1009,413
2024-09-11 00:00:00,19.1,14.1,24.4,0,,,12.4,27.8,1009.1,520
2024-09-12 00:00:00,12.6,9.6,16.1,10.5,,,14.4,40.8,1009.9,0
2024-09-13 00:00:00,8.6,7.9,9.1,37.3,,,34.4,53.7,1006.1,0
2024-09-14 00:00:00,9.8,8.7,11.7,9.6,,,34.4,55.5,1007.5,0
2024-09-15 00:00:00,10.7,10.2,11.1,17.9,,,33.8,61.1,1009.7,7
2024-09-16 00:00:00,12.4,10.5,15.1,11.3,,,18.2,44.5,1011.5,5
2024-09-17 00:00:00,14.7,9.1,19,0,,,5.4,16.7,1021,328
2024-09-18 00:00:00,19.3,13.9,25.8,0,,,12.8,22.2,1022.6,518
2024-09-19 00:00:00,18.1,12.3,23.2,0,,,9.8,25.9,1021.4,530
2024-09-20 00:00:00,17.6,13.1,22.6,0,,,11.6,25.9,1023.7,487
2024-09-21 00:00:00,16,9.1,23.5,0,,,7.5,22.2,1024.2,646
2024-09-22 00:00:00,15.8,9.2,23.4,0,,,10,25.9,1019.6,648
2024-09-23 00:00:00,16.3,9.6,24.7,0,,,12.4,31.5,1013.5,471
2024-09-24 00:00:00,15.2,12.4,18.5,1.2,,,8.2,20.4,1010.6,107
2024-09-25 00:00:00,15.8,12.9,20.6,1.3,,,6.4,22.2,1012.9,204
2024-09-26 00:00:00,18.7,13.4,25.4,0,,,16.8,38.9,1005.2,194
2024-09-27 00:00:00,17.2,15.3,20.6,0.6,,,12.5,27.8,1007.6,31
2024-09-28 00:00:00,15.4,13.2,18.7,0.7,,,17.5,35.2,1014,124
2024-09-29 00:00:00,12.1,9.4,14.6,0,,,22.1,40.8,1025.1,337
2024-09-30 00:00:00,9.7,4.1,15.3,0,,,7.2,22.2,1023.2,385
2024-10-01 00:00:00,11,4.8,17.8,0,,,8.5,22.2,1016.9,257
2024-10-02 00:00:00,10.4,8.8,12.4,10,,,11.8,31.5,1010.1,1
2024-10-03 00:00:00,12.1,9.4,14.2,0,,,9.2,22.2,1011.3,70
2024-10-04 00:00:00,11,10.1,12.2,12.8,,,13.6,33.3,1010.5,0
2024-10-05 00:00:00,11.4,10.3,12.7,0,,,11.8,29.6,1013.7,16
2024-10-06 00:00:00,11.6,7.2,15.7,0,,,10.5,27.8,1012.8,99
2024-10-07 00:00:00,10.2,5.2,17.2,0,,,7.7,24.1,1012.9,309
