nazov,date,daily_pocet_do,daily_pocet_z,daily_total,hour_count,zemepisna_sirka,zemepisna_dlzka,smer_do,smer_z,weekday,is_weekend,month,year
Viedenska,2023-10-08,250,46,296,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2023
Viedenska,2023-10-09,156,21,177,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2023
Viedenska,2023-10-10,448,70,518,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2023
Viedenska,2023-10-11,550,75,625,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2023
Viedenska,2023-10-12,654,104,758,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2023
Viedenska,2023-10-13,618,83,701,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2023
Viedenska,2023-10-14,1170,197,1367,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2023
Viedenska,2023-10-15,241,57,298,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2023
Viedenska,2023-10-16,331,34,365,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2023
Viedenska,2023-10-17,310,45,355,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2023
Viedenska,2023-10-18,306,39,345,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2023
Viedenska,2023-10-19,302,69,371,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2023
Viedenska,2023-10-20,233,33,266,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2023
Viedenska,2023-10-21,848,143,991,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2023
Viedenska,2023-10-22,246,47,293,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2023
Viedenska,2023-10-23,461,49,510,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2023
Viedenska,2023-10-24,262,38,300,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2023
Viedenska,2023-10-25,345,50,395,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2023
Viedenska,2023-10-26,321,48,369,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2023
Viedenska,2023-10-27,50,8,58,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2023
Viedenska,2023-10-28,383,100,483,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2023
Viedenska,2023-10-29,463,122,585,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2023
Viedenska,2023-10-30,386,61,447,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2023
Viedenska,2023-10-31,100,16,116,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2023
