nazov,date,daily_pocet_do,daily_pocet_z,daily_total,zemepisna_sirka,zemepisna_dlzka,smer_do,smer_z,weekday,is_weekend,month,year
#15 - Incheba Einsteinova,2025-05-31,482,485,967,48.132484,17.103304,Einsteinova,Centrum,5,1,5,2025
#15 - Incheba Einsteinova,2025-06-01,425,413,838,48.132484,17.103304,Einsteinova,Centrum,6,1,6,2025
#15 - Incheba Einsteinova,2025-06-02,285,298,583,48.132484,17.103304,Einsteinova,Centrum,0,0,6,2025
#15 - Incheba Einsteinova,2025-06-03,238,278,516,48.132484,17.103304,Einsteinova,Centrum,1,0,6,2025
#15 - Incheba Einsteinova,2025-06-04,334,484,818,48.132484,17.103304,Einsteinova,Centrum,2,0,6,2025
#15 - Incheba Einsteinova,2025-06-05,312,405,717,48.132484,17.103304,Einsteinova,Centrum,3,0,6,2025
#15 - Incheba Einsteinova,2025-06-06,288,371,659,48.132484,17.103304,Einsteinova,Centrum,4,0,6,2025
#15 - Incheba Einsteinova,2025-06-07,298,324,622,48.132484,17.103304,Einsteinova,Centrum,5,1,6,2025
#15 - Incheba Einsteinova,2025-06-08,102,92,194,48.132484,17.103304,Einsteinova,Centrum,6,1,6,2025
#15 - Incheba Einsteinova,2025-06-09,375,396,771,48.132484,17.103304,Einsteinova,Centrum,0,0,6,2025
#15 - Incheba Einsteinova,2025-06-10,376,436,812,48.132484,17.103304,Einsteinova,Centrum,1,0,6,2025
#15 - Incheba Einsteinova,2025-06-11,309,392,701,48.132484,17.103304,Einsteinova,Centrum,2,0,6,2025
#15 - Incheba Einsteinova,2025-06-12,393,448,841,48.132484,17.103304,Einsteinova,Centrum,3,0,6,2025
#15 - Incheba Einsteinova,2025-06-13,339,390,729,48.132484,17.103304,Einsteinova,Centrum,4,0,6,2025
#15 - Incheba Einsteinova,2025-06-14,352,443,795,48.132484,17.103304,Einsteinova,Centrum,5,1,6,2025
#15 - Incheba Einsteinova,2025-06-15,366,492,858,48.132484,17.103304,Einsteinova,Centrum,6,1,6,2025
#15 - Incheba Einsteinova,2025-06-16,129,162,291,48.132484,17.103304,Einsteinova,Centrum,0,0,6,2025
#15 - Incheba Einsteinova,2025-06-17,265,368,633,48.132484,17.103304,Einsteinova,Centrum,1,0,6,2025
#15 - Incheba Einsteinova,2025-06-18,404,483,887,48.132484,17.103304,Einsteinova,Centrum,2,0,6,2025
#15 - Incheba Einsteinova,2025-06-19,396,474,870,48.132484,17.103304,Einsteinova,Centrum,3,0,6,2025
#15 - Incheba Einsteinova,2025-06-20,334,410,744,48.132484,17.103304,Einsteinova,Centrum,4,0,6,2025
#15 - Incheba Einsteinova,2025-06-21,387,475,862,48.132484,17.103304,Einsteinova,Centrum,5,1,6,2025
#15 - Incheba Einsteinova,2025-06-22,352,485,837,48.132484,17.103304,Einsteinova,Centrum,6,1,6,2025
#15 - Incheba Einsteinova,2025-06-23,263,331,594,48.132484,17.103304,Einsteinova,Centrum,0,0,6,2025
#15 - Incheba Einsteinova,2025-06-24,281,412,693,48.132484,17.103304,Einsteinova,Centrum,1,0,6,2025
#15 - Incheba Einsteinova,2025-06-25,242,421,663,48.132484,17.103304,Einsteinova,Centrum,2,0,6,2025
#15 - Incheba Einsteinova,2025-06-26,253,365,618,48.132484,17.103304,Einsteinova,Centrum,3,0,6,2025
#15 - Incheba Einsteinova,2025-06-27,234,292,526,48.132484,17.103304,Einsteinova,Centrum,4,0,6,2025
#15 - Incheba Einsteinova,2025-06-28,261,408,669,48.132484,17.103304,Einsteinova,Centrum,5,1,6,2025
#15 - Incheba Einsteinova,2025-06-29,278,346,624,48.132484,17.103304,Einsteinova,Centrum,6,1,6,2025
#15 - Incheba Einsteinova,2025-07-02,251,429,680,48.132484,17.103304,Einsteinova,Centrum,2,0,7,2025
#15 - Incheba Einsteinova,2025-07-03,221,318,539,48.132484,17.103304,Einsteinova,Centrum,3,0,7,2025
#15 - Incheba Einsteinova,2025-07-04,255,322,577,48.132484,17.103304,Einsteinova,Centrum,4,0,7,2025
#15 - Incheba Einsteinova,2025-07-05,307,410,717,48.132484,17.103304,Einsteinova,Centrum,5,1,7,2025
#15 - Incheba Einsteinova,2025-07-06,240,320,560,48.132484,17.103304,Einsteinova,Centrum,6,1,7,2025
#15 - Incheba Einsteinova,2025-07-07,169,224,393,48.132484,17.103304,Einsteinova,Centrum,0,0,7,2025
#15 - Incheba Einsteinova,2025-07-08,45,51,96,48.132484,17.103304,Einsteinova,Centrum,1,0,7,2025
#15 - Incheba Einsteinova,2025-07-09,154,185,339,48.132484,17.103304,Einsteinova,Centrum,2,0,7,2025
#15 - Incheba Einsteinova,2025-07-10,193,256,449,48.132484,17.103304,Einsteinova,Centrum,3,0,7,2025
#15 - Incheba Einsteinova,2025-07-11,256,294,550,48.132484,17.103304,Einsteinova,Centrum,4,0,7,2025
#15 - Incheba Einsteinova,2025-07-12,286,375,661,48.132484,17.103304,Einsteinova,Centrum,5,1,7,2025
#15 - Incheba Einsteinova,2025-07-13,395,450,845,48.132484,17.103304,Einsteinova,Centrum,6,1,7,2025
#15 - Incheba Einsteinova,2025-07-14,325,360,685,48.132484,17.103304,Einsteinova,Centrum,0,0,7,2025
#15 - Incheba Einsteinova,2025-07-16,309,393,702,48.132484,17.103304,Einsteinova,Centrum,2,0,7,2025
#15 - Incheba Einsteinova,2025-07-17,160,230,390,48.132484,17.103304,Einsteinova,Centrum,3,0,7,2025
#15 - Incheba Einsteinova,2025-07-18,126,137,263,48.132484,17.103304,Einsteinova,Centrum,4,0,7,2025
#15 - Incheba Einsteinova,2025-07-19,396,456,852,48.132484,17.103304,Einsteinova,Centrum,5,1,7,2025
#15 - Incheba Einsteinova,2025-07-20,361,401,762,48.132484,17.103304,Einsteinova,Centrum,6,1,7,2025
#15 - Incheba Einsteinova,2025-07-21,239,331,570,48.132484,17.103304,Einsteinova,Centrum,0,0,7,2025
#15 - Incheba Einsteinova,2025-07-22,294,434,728,48.132484,17.103304,Einsteinova,Centrum,1,0,7,2025
#15 - Incheba Einsteinova,2025-07-23,413,425,838,48.132484,17.103304,Einsteinova,Centrum,2,0,7,2025
#15 - Incheba Einsteinova,2025-07-24,219,284,503,48.132484,17.103304,Einsteinova,Centrum,3,0,7,2025
#15 - Incheba Einsteinova,2025-07-25,297,304,601,48.132484,17.103304,Einsteinova,Centrum,4,0,7,2025
#15 - Incheba Einsteinova,2025-07-26,105,123,228,48.132484,17.103304,Einsteinova,Centrum,5,1,7,2025
#15 - Incheba Einsteinova,2025-07-27,144,183,327,48.132484,17.103304,Einsteinova,Centrum,6,1,7,2025
#15 - Incheba Einsteinova,2025-07-28,232,270,502,48.132484,17.103304,Einsteinova,Centrum,0,0,7,2025
#15 - Incheba Einsteinova,2025-07-29,267,319,586,48.132484,17.103304,Einsteinova,Centrum,1,0,7,2025
#15 - Incheba Einsteinova,2025-07-30,420,486,906,48.132484,17.103304,Einsteinova,Centrum,2,0,7,2025
#15 - Incheba Einsteinova,2025-08-01,213,251,464,48.132484,17.103304,Einsteinova,Centrum,4,0,8,2025
#15 - Incheba Einsteinova,2025-08-02,375,340,715,48.132484,17.103304,Einsteinova,Centrum,5,1,8,2025
#15 - Incheba Einsteinova,2025-08-03,333,331,664,48.132484,17.103304,Einsteinova,Centrum,6,1,8,2025
#15 - Incheba Einsteinova,2025-08-04,302,318,620,48.132484,17.103304,Einsteinova,Centrum,0,0,8,2025
#15 - Incheba Einsteinova,2025-08-05,382,446,828,48.132484,17.103304,Einsteinova,Centrum,1,0,8,2025
#15 - Incheba Einsteinova,2025-08-06,355,424,779,48.132484,17.103304,Einsteinova,Centrum,2,0,8,2025
#15 - Incheba Einsteinova,2025-08-07,336,425,761,48.132484,17.103304,Einsteinova,Centrum,3,0,8,2025
#15 - Incheba Einsteinova,2025-08-09,295,347,642,48.132484,17.103304,Einsteinova,Centrum,5,1,8,2025
#15 - Incheba Einsteinova,2025-08-10,291,312,603,48.132484,17.103304,Einsteinova,Centrum,6,1,8,2025
#15 - Incheba Einsteinova,2025-08-11,336,421,757,48.132484,17.103304,Einsteinova,Centrum,0,0,8,2025
#15 - Incheba Einsteinova,2025-08-12,308,436,744,48.132484,17.103304,Einsteinova,Centrum,1,0,8,2025
#15 - Incheba Einsteinova,2025-08-13,294,429,723,48.132484,17.103304,Einsteinova,Centrum,2,0,8,2025
#15 - Incheba Einsteinova,2025-08-14,266,338,604,48.132484,17.103304,Einsteinova,Centrum,3,0,8,2025
#15 - Incheba Einsteinova,2025-08-15,283,284,567,48.132484,17.103304,Einsteinova,Centrum,4,0,8,2025
#15 - Incheba Einsteinova,2025-08-16,233,269,502,48.132484,17.103304,Einsteinova,Centrum,5,1,8,2025
#15 - Incheba Einsteinova,2025-08-17,359,367,726,48.132484,17.103304,Einsteinova,Centrum,6,1,8,2025
#15 - Incheba Einsteinova,2025-08-18,260,346,606,48.132484,17.103304,Einsteinova,Centrum,0,0,8,2025
#15 - Incheba Einsteinova,2025-08-19,331,435,766,48.132484,17.103304,Einsteinova,Centrum,1,0,8,2025
#15 - Incheba Einsteinova,2025-08-21,135,167,302,48.132484,17.103304,Einsteinova,Centrum,3,0,8,2025
#15 - Incheba Einsteinova,2025-08-22,197,263,460,48.132484,17.103304,Einsteinova,Centrum,4,0,8,2025
#15 - Incheba Einsteinova,2025-08-23,329,332,661,48.132484,17.103304,Einsteinova,Centrum,5,1,8,2025
#15 - Incheba Einsteinova,2025-08-24,417,408,825,48.132484,17.103304,Einsteinova,Centrum,6,1,8,2025
#15 - Incheba Einsteinova,2025-08-25,306,375,681,48.132484,17.103304,Einsteinova,Centrum,0,0,8,2025
#15 - Incheba Einsteinova,2025-08-26,364,463,827,48.132484,17.103304,Einsteinova,Centrum,1,0,8,2025
#15 - Incheba Einsteinova,2025-08-27,314,432,746,48.132484,17.103304,Einsteinova,Centrum,2,0,8,2025
#15 - Incheba Einsteinova,2025-08-29,257,320,577,48.132484,17.103304,Einsteinova,Centrum,4,0,8,2025
#15 - Incheba Einsteinova,2025-08-30,244,242,486,48.132484,17.103304,Einsteinova,Centrum,5,1,8,2025
#15 - Incheba Einsteinova,2025-08-31,182,184,366,48.132484,17.103304,Einsteinova,Centrum,6,1,8,2025
#15 - Incheba Einsteinova,2025-09-01,297,388,685,48.132484,17.103304,Einsteinova,Centrum,0,0,9,2025
#15 - Incheba Einsteinova,2025-09-02,265,322,587,48.132484,17.103304,Einsteinova,Centrum,1,0,9,2025
#15 - Incheba Einsteinova,2025-09-03,283,411,694,48.132484,17.103304,Einsteinova,Centrum,2,0,9,2025
#15 - Incheba Einsteinova,2025-09-04,325,428,753,48.132484,17.103304,Einsteinova,Centrum,3,0,9,2025
#15 - Incheba Einsteinova,2025-09-05,288,356,644,48.132484,17.103304,Einsteinova,Centrum,4,0,9,2025
#15 - Incheba Einsteinova,2025-09-06,255,321,576,48.132484,17.103304,Einsteinova,Centrum,5,1,9,2025
#15 - Incheba Einsteinova,2025-09-07,452,443,895,48.132484,17.103304,Einsteinova,Centrum,6,1,9,2025
#15 - Incheba Einsteinova,2025-09-08,339,390,729,48.132484,17.103304,Einsteinova,Centrum,0,0,9,2025
#15 - Incheba Einsteinova,2025-09-09,323,420,743,48.132484,17.103304,Einsteinova,Centrum,1,0,9,2025
#15 - Incheba Einsteinova,2025-09-10,101,147,248,48.132484,17.103304,Einsteinova,Centrum,2,0,9,2025
#15 - Incheba Einsteinova,2025-09-11,227,329,556,48.132484,17.103304,Einsteinova,Centrum,3,0,9,2025
#15 - Incheba Einsteinova,2025-09-12,227,248,475,48.132484,17.103304,Einsteinova,Centrum,4,0,9,2025
#15 - Incheba Einsteinova,2025-09-13,242,324,566,48.132484,17.103304,Einsteinova,Centrum,5,1,9,2025
#15 - Incheba Einsteinova,2025-09-14,137,145,282,48.132484,17.103304,Einsteinova,Centrum,6,1,9,2025
#15 - Incheba Einsteinova,2025-09-15,380,494,874,48.132484,17.103304,Einsteinova,Centrum,0,0,9,2025
#15 - Incheba Einsteinova,2025-09-16,155,202,357,48.132484,17.103304,Einsteinova,Centrum,1,0,9,2025
#15 - Incheba Einsteinova,2025-09-17,215,287,502,48.132484,17.103304,Einsteinova,Centrum,2,0,9,2025
#15 - Incheba Einsteinova,2025-09-18,306,339,645,48.132484,17.103304,Einsteinova,Centrum,3,0,9,2025
#15 - Incheba Einsteinova,2025-09-19,263,344,607,48.132484,17.103304,Einsteinova,Centrum,4,0,9,2025
#15 - Incheba Einsteinova,2025-09-20,323,473,796,48.132484,17.103304,Einsteinova,Centrum,5,1,9,2025
#15 - Incheba Einsteinova,2025-09-21,327,413,740,48.132484,17.103304,Einsteinova,Centrum,6,1,9,2025
#15 - Incheba Einsteinova,2025-09-22,288,411,699,48.132484,17.103304,Einsteinova,Centrum,0,0,9,2025
#15 - Incheba Einsteinova,2025-09-23,164,199,363,48.132484,17.103304,Einsteinova,Centrum,1,0,9,2025
#15 - Incheba Einsteinova,2025-09-24,63,68,131,48.132484,17.103304,Einsteinova,Centrum,2,0,9,2025
#15 - Incheba Einsteinova,2025-09-25,52,69,121,48.132484,17.103304,Einsteinova,Centrum,3,0,9,2025
#15 - Incheba Einsteinova,2025-09-26,45,60,105,48.132484,17.103304,Einsteinova,Centrum,4,0,9,2025
#15 - Incheba Einsteinova,2025-09-27,203,223,426,48.132484,17.103304,Einsteinova,Centrum,5,1,9,2025
#15 - Incheba Einsteinova,2025-09-28,183,213,396,48.132484,17.103304,Einsteinova,Centrum,6,1,9,2025
#15 - Incheba Einsteinova,2025-09-29,180,230,410,48.132484,17.103304,Einsteinova,Centrum,0,0,9,2025
#15 - Incheba Einsteinova,2025-09-30,165,190,355,48.132484,17.103304,Einsteinova,Centrum,1,0,9,2025
#15 - Incheba Einsteinova,2025-10-01,148,174,322,48.132484,17.103304,Einsteinova,Centrum,2,0,10,2025
#15 - Incheba Einsteinova,2025-10-02,138,190,328,48.132484,17.103304,Einsteinova,Centrum,3,0,10,2025
#15 - Incheba Einsteinova,2025-10-03,113,164,277,48.132484,17.103304,Einsteinova,Centrum,4,0,10,2025
#15 - Incheba Einsteinova,2025-10-04,120,127,247,48.132484,17.103304,Einsteinova,Centrum,5,1,10,2025
#15 - Incheba Einsteinova,2025-10-05,99,123,222,48.132484,17.103304,Einsteinova,Centrum,6,1,10,2025
#15 - Incheba Einsteinova,2025-10-06,62,89,151,48.132484,17.103304,Einsteinova,Centrum,0,0,10,2025
#15 - Incheba Einsteinova,2025-10-07,123,183,306,48.132484,17.103304,Einsteinova,Centrum,1,0,10,2025
#15 - Incheba Einsteinova,2025-10-08,179,249,428,48.132484,17.103304,Einsteinova,Centrum,2,0,10,2025
#15 - Incheba Einsteinova,2025-10-09,71,94,165,48.132484,17.103304,Einsteinova,Centrum,3,0,10,2025
#15 - Incheba Einsteinova,2025-10-10,100,139,239,48.132484,17.103304,Einsteinova,Centrum,4,0,10,2025
#15 - Incheba Einsteinova,2025-10-11,149,136,285,48.132484,17.103304,Einsteinova,Centrum,5,1,10,2025
#15 - Incheba Einsteinova,2025-10-12,137,170,307,48.132484,17.103304,Einsteinova,Centrum,6,1,10,2025
#15 - Incheba Einsteinova,2025-10-13,119,178,297,48.132484,17.103304,Einsteinova,Centrum,0,0,10,2025
#15 - Incheba Einsteinova,2025-10-14,141,198,339,48.132484,17.103304,Einsteinova,Centrum,1,0,10,2025
#15 - Incheba Einsteinova,2025-10-15,97,145,242,48.132484,17.103304,Einsteinova,Centrum,2,0,10,2025
#15 - Incheba Einsteinova,2025-10-16,94,138,232,48.132484,17.103304,Einsteinova,Centrum,3,0,10,2025
#15 - Incheba Einsteinova,2025-10-17,89,109,198,48.132484,17.103304,Einsteinova,Centrum,4,0,10,2025
#15 - Incheba Einsteinova,2025-10-18,80,156,236,48.132484,17.103304,Einsteinova,Centrum,5,1,10,2025
#15 - Incheba Einsteinova,2025-10-19,89,118,207,48.132484,17.103304,Einsteinova,Centrum,6,1,10,2025
#15 - Incheba Einsteinova,2025-10-20,78,153,231,48.132484,17.103304,Einsteinova,Centrum,0,0,10,2025
#15 - Incheba Einsteinova,2025-10-21,94,170,264,48.132484,17.103304,Einsteinova,Centrum,1,0,10,2025
#15 - Incheba Einsteinova,2025-10-23,125,132,257,48.132484,17.103304,Einsteinova,Centrum,3,0,10,2025
#15 - Incheba Einsteinova,2025-10-24,62,76,138,48.132484,17.103304,Einsteinova,Centrum,4,0,10,2025
#15 - Incheba Einsteinova,2025-10-25,98,109,207,48.132484,17.103304,Einsteinova,Centrum,5,1,10,2025
#15 - Incheba Einsteinova,2025-10-28,52,69,121,48.132484,17.103304,Einsteinova,Centrum,1,0,10,2025
#15 - Incheba Einsteinova,2025-10-29,102,134,236,48.132484,17.103304,Einsteinova,Centrum,2,0,10,2025
#15 - Incheba Einsteinova,2025-10-30,81,136,217,48.132484,17.103304,Einsteinova,Centrum,3,0,10,2025
#15 - Incheba Einsteinova,2025-10-31,80,121,201,48.132484,17.103304,Einsteinova,Centrum,4,0,10,2025
#15 - Incheba Einsteinova,2025-11-01,101,152,253,48.132484,17.103304,Einsteinova,Centrum,5,1,11,2025
#15 - Incheba Einsteinova,2025-11-02,91,119,210,48.132484,17.103304,Einsteinova,Centrum,6,1,11,2025
#15 - Incheba Einsteinova,2025-11-03,19,45,64,48.132484,17.103304,Einsteinova,Centrum,0,0,11,2025
#15 - Incheba Einsteinova,2025-11-04,99,152,251,48.132484,17.103304,Einsteinova,Centrum,1,0,11,2025
#15 - Incheba Einsteinova,2025-11-05,89,169,258,48.132484,17.103304,Einsteinova,Centrum,2,0,11,2025
#15 - Incheba Einsteinova,2025-11-06,93,147,240,48.132484,17.103304,Einsteinova,Centrum,3,0,11,2025
#15 - Incheba Einsteinova,2025-11-07,75,121,196,48.132484,17.103304,Einsteinova,Centrum,4,0,11,2025
#15 - Incheba Einsteinova,2025-11-08,57,53,110,48.132484,17.103304,Einsteinova,Centrum,5,1,11,2025
#15 - Incheba Einsteinova,2025-11-09,76,82,158,48.132484,17.103304,Einsteinova,Centrum,6,1,11,2025
#15 - Incheba Einsteinova,2025-11-10,61,79,140,48.132484,17.103304,Einsteinova,Centrum,0,0,11,2025
#15 - Incheba Einsteinova,2025-11-11,72,100,172,48.132484,17.103304,Einsteinova,Centrum,1,0,11,2025
#15 - Incheba Einsteinova,2025-11-12,57,72,129,48.132484,17.103304,Einsteinova,Centrum,2,0,11,2025
#15 - Incheba Einsteinova,2025-11-13,53,72,125,48.132484,17.103304,Einsteinova,Centrum,3,0,11,2025
#15 - Incheba Einsteinova,2025-11-14,37,52,89,48.132484,17.103304,Einsteinova,Centrum,4,0,11,2025
#15 - Incheba Einsteinova,2025-11-15,34,48,82,48.132484,17.103304,Einsteinova,Centrum,5,1,11,2025
#15 - Incheba Einsteinova,2025-11-16,37,63,100,48.132484,17.103304,Einsteinova,Centrum,6,1,11,2025
#15 - Incheba Einsteinova,2025-11-17,8,8,16,48.132484,17.103304,Einsteinova,Centrum,0,0,11,2025
#15 - Incheba Einsteinova,2025-11-18,41,64,105,48.132484,17.103304,Einsteinova,Centrum,1,0,11,2025
#15 - Incheba Einsteinova,2025-11-19,40,75,115,48.132484,17.103304,Einsteinova,Centrum,2,0,11,2025
#15 - Incheba Einsteinova,2025-11-20,60,72,132,48.132484,17.103304,Einsteinova,Centrum,3,0,11,2025
#15 - Incheba Einsteinova,2025-11-21,38,54,92,48.132484,17.103304,Einsteinova,Centrum,4,0,11,2025
#15 - Incheba Einsteinova,2025-11-22,24,43,67,48.132484,17.103304,Einsteinova,Centrum,5,1,11,2025
#15 - Incheba Einsteinova,2025-11-25,11,13,24,48.132484,17.103304,Einsteinova,Centrum,1,0,11,2025
#15 - Incheba Einsteinova,2025-11-26,26,35,61,48.132484,17.103304,Einsteinova,Centrum,2,0,11,2025
#15 - Incheba Einsteinova,2025-11-27,50,56,106,48.132484,17.103304,Einsteinova,Centrum,3,0,11,2025
#15 - Incheba Einsteinova,2025-11-28,50,83,133,48.132484,17.103304,Einsteinova,Centrum,4,0,11,2025
#15 - Incheba Einsteinova,2025-11-29,40,54,94,48.132484,17.103304,Einsteinova,Centrum,5,1,11,2025
#15 - Incheba Einsteinova,2025-11-30,27,34,61,48.132484,17.103304,Einsteinova,Centrum,6,1,11,2025
#15 - Incheba Einsteinova,2025-12-01,44,64,108,48.132484,17.103304,Einsteinova,Centrum,0,0,12,2025
#15 - Incheba Einsteinova,2025-12-02,32,41,73,48.132484,17.103304,Einsteinova,Centrum,1,0,12,2025
#15 - Incheba Einsteinova,2025-12-03,31,43,74,48.132484,17.103304,Einsteinova,Centrum,2,0,12,2025
#15 - Incheba Einsteinova,2025-12-04,39,59,98,48.132484,17.103304,Einsteinova,Centrum,3,0,12,2025
#15 - Incheba Einsteinova,2025-12-05,27,31,58,48.132484,17.103304,Einsteinova,Centrum,4,0,12,2025
#15 - Incheba Einsteinova,2025-12-06,28,31,59,48.132484,17.103304,Einsteinova,Centrum,5,1,12,2025
#15 - Incheba Einsteinova,2025-12-07,38,53,91,48.132484,17.103304,Einsteinova,Centrum,6,1,12,2025
#16 - Trenčianska,2025-02-07,122,188,310,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,2,2025
#16 - Trenčianska,2025-02-08,69,85,154,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,2,2025
#16 - Trenčianska,2025-02-09,54,88,142,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,2,2025
#16 - Trenčianska,2025-02-10,141,198,339,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,2,2025
#16 - Trenčianska,2025-02-11,180,216,396,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,2,2025
#16 - Trenčianska,2025-02-12,121,151,272,48.151117,17.138556,Miletičova,Dulovo Námestie,2,0,2,2025
#16 - Trenčianska,2025-02-13,84,121,205,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,2,2025
#16 - Trenčianska,2025-02-14,105,141,246,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,2,2025
#16 - Trenčianska,2025-02-15,66,86,152,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,2,2025
#16 - Trenčianska,2025-02-16,5,4,9,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,2,2025
#16 - Trenčianska,2025-02-18,151,199,350,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,2,2025
#16 - Trenčianska,2025-02-20,148,186,334,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,2,2025
#16 - Trenčianska,2025-02-21,128,157,285,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,2,2025
#16 - Trenčianska,2025-02-22,81,96,177,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,2,2025
#16 - Trenčianska,2025-02-23,58,75,133,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,2,2025
#16 - Trenčianska,2025-02-25,130,166,296,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,2,2025
#16 - Trenčianska,2025-02-27,55,73,128,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,2,2025
#16 - Trenčianska,2025-02-28,144,185,329,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,2,2025
#16 - Trenčianska,2025-03-01,108,143,251,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,3,2025
#16 - Trenčianska,2025-03-02,124,138,262,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,3,2025
#16 - Trenčianska,2025-03-03,200,256,456,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,3,2025
#16 - Trenčianska,2025-03-04,235,290,525,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,3,2025
#16 - Trenčianska,2025-03-05,266,338,604,48.151117,17.138556,Miletičova,Dulovo Námestie,2,0,3,2025
#16 - Trenčianska,2025-03-06,307,339,646,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,3,2025
#16 - Trenčianska,2025-03-07,265,332,597,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,3,2025
#16 - Trenčianska,2025-03-08,237,285,522,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,3,2025
#16 - Trenčianska,2025-03-09,251,322,573,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,3,2025
#16 - Trenčianska,2025-03-10,267,311,578,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,3,2025
#16 - Trenčianska,2025-03-11,270,320,590,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,3,2025
#16 - Trenčianska,2025-03-12,295,341,636,48.151117,17.138556,Miletičova,Dulovo Námestie,2,0,3,2025
#16 - Trenčianska,2025-03-13,146,186,332,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,3,2025
#16 - Trenčianska,2025-03-14,75,96,171,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,3,2025
#16 - Trenčianska,2025-03-15,55,86,141,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,3,2025
#16 - Trenčianska,2025-03-16,75,115,190,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,3,2025
#16 - Trenčianska,2025-03-17,159,209,368,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,3,2025
#16 - Trenčianska,2025-03-18,186,252,438,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,3,2025
#16 - Trenčianska,2025-03-20,233,287,520,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,3,2025
#16 - Trenčianska,2025-03-22,181,243,424,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,3,2025
#16 - Trenčianska,2025-03-23,2,4,6,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,3,2025
#16 - Trenčianska,2025-03-24,250,309,559,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,3,2025
#16 - Trenčianska,2025-03-25,360,397,757,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,3,2025
#16 - Trenčianska,2025-03-27,307,351,658,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,3,2025
#16 - Trenčianska,2025-03-29,21,30,51,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,3,2025
#16 - Trenčianska,2025-03-31,256,285,541,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,3,2025
#16 - Trenčianska,2025-04-01,267,338,605,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,4,2025
#16 - Trenčianska,2025-04-02,294,347,641,48.151117,17.138556,Miletičova,Dulovo Námestie,2,0,4,2025
#16 - Trenčianska,2025-04-03,374,424,798,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,4,2025
#16 - Trenčianska,2025-04-04,374,432,806,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,4,2025
#16 - Trenčianska,2025-04-05,274,310,584,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,4,2025
#16 - Trenčianska,2025-04-06,110,122,232,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,4,2025
#16 - Trenčianska,2025-04-07,192,221,413,48.151117,17.138556,Miletičova,Dulovo Námestie,0,0,4,2025
#16 - Trenčianska,2025-04-08,256,308,564,48.151117,17.138556,Miletičova,Dulovo Námestie,1,0,4,2025
#16 - Trenčianska,2025-04-09,340,364,704,48.151117,17.138556,Miletičova,Dulovo Námestie,2,0,4,2025
#16 - Trenčianska,2025-04-10,243,293,536,48.151117,17.138556,Miletičova,Dulovo Námestie,3,0,4,2025
#16 - Trenčianska,2025-04-11,248,307,555,48.151117,17.138556,Miletičova,Dulovo Námestie,4,0,4,2025
#16 - Trenčianska,2025-04-12,314,343,657,48.151117,17.138556,Miletičova,Dulovo Námestie,5,1,4,2025
#16 - Trenčianska,2025-04-13,9,17,26,48.151117,17.138556,Miletičova,Dulovo Námestie,6,1,4,2025
