nazov,date,daily_pocet_do,daily_pocet_z,daily_total,zemepisna_sirka,zemepisna_dlzka,smer_do,smer_z,weekday,is_weekend,month,year
#3 - River Park,2025-05-09,558,538,1096,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,5,2025
#3 - River Park,2025-05-10,853,847,1700,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,5,2025
#3 - River Park,2025-05-11,886,720,1606,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,5,2025
#3 - River Park,2025-05-12,634,559,1193,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,5,2025
#3 - River Park,2025-05-13,833,626,1459,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,5,2025
#3 - River Park,2025-05-14,878,741,1619,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,5,2025
#3 - River Park,2025-05-15,442,446,888,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,5,2025
#3 - River Park,2025-05-16,458,388,846,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,5,2025
#3 - River Park,2025-05-17,362,319,681,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,5,2025
#3 - River Park,2025-05-18,147,146,293,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,5,2025
#3 - River Park,2025-05-19,456,356,812,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,5,2025
#3 - River Park,2025-05-20,385,169,554,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,5,2025
#3 - River Park,2025-05-21,812,617,1429,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,5,2025
#3 - River Park,2025-05-22,397,343,740,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,5,2025
#3 - River Park,2025-05-23,443,399,842,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,5,2025
#3 - River Park,2025-05-24,773,671,1444,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,5,2025
#3 - River Park,2025-05-25,1134,872,2006,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,5,2025
#3 - River Park,2025-05-26,360,339,699,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,5,2025
#3 - River Park,2025-05-27,937,718,1655,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,5,2025
#3 - River Park,2025-05-28,650,524,1174,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,5,2025
#3 - River Park,2025-05-29,531,482,1013,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,5,2025
#3 - River Park,2025-05-30,607,493,1100,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,5,2025
#3 - River Park,2025-05-31,1339,1096,2435,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,5,2025
#3 - River Park,2025-06-01,1081,911,1992,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,6,2025
#3 - River Park,2025-06-02,861,705,1566,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,6,2025
#3 - River Park,2025-06-03,685,513,1198,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,6,2025
#3 - River Park,2025-06-04,1108,905,2013,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,6,2025
#3 - River Park,2025-06-05,1033,858,1891,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,6,2025
#3 - River Park,2025-06-06,578,394,972,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,6,2025
#3 - River Park,2025-06-07,877,688,1565,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,6,2025
#3 - River Park,2025-06-08,122,114,236,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,6,2025
#3 - River Park,2025-06-09,1088,786,1874,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,6,2025
#3 - River Park,2025-06-10,1174,909,2083,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,6,2025
#3 - River Park,2025-06-11,1011,754,1765,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,6,2025
#3 - River Park,2025-06-12,1104,836,1940,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,6,2025
#3 - River Park,2025-06-13,928,754,1682,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,6,2025
#3 - River Park,2025-06-14,1048,883,1931,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,6,2025
#3 - River Park,2025-06-15,1040,958,1998,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,6,2025
#3 - River Park,2025-06-16,370,324,694,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,6,2025
#3 - River Park,2025-06-17,969,754,1723,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,6,2025
#3 - River Park,2025-06-18,1101,991,2092,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,6,2025
#3 - River Park,2025-06-19,1107,937,2044,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,6,2025
#3 - River Park,2025-06-20,905,810,1715,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,6,2025
#3 - River Park,2025-06-21,1180,956,2136,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,6,2025
#3 - River Park,2025-06-22,1106,922,2028,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,6,2025
#3 - River Park,2025-06-23,818,589,1407,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,6,2025
#3 - River Park,2025-06-24,1057,830,1887,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,6,2025
#3 - River Park,2025-06-25,1040,809,1849,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,6,2025
#3 - River Park,2025-06-26,755,670,1425,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,6,2025
#3 - River Park,2025-06-27,739,666,1405,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,6,2025
#3 - River Park,2025-06-28,978,807,1785,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,6,2025
#3 - River Park,2025-06-29,958,844,1802,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,6,2025
#3 - River Park,2025-07-02,1056,836,1892,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,7,2025
#3 - River Park,2025-07-03,778,627,1405,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,7,2025
#3 - River Park,2025-07-04,695,596,1291,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,7,2025
#3 - River Park,2025-07-05,1063,869,1932,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,7,2025
#3 - River Park,2025-07-06,771,696,1467,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,7,2025
#3 - River Park,2025-07-07,459,413,872,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,7,2025
#3 - River Park,2025-07-08,159,80,239,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,7,2025
#3 - River Park,2025-07-09,376,314,690,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,7,2025
#3 - River Park,2025-07-10,626,490,1116,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,7,2025
#3 - River Park,2025-07-11,657,613,1270,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,7,2025
#3 - River Park,2025-07-12,862,764,1626,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,7,2025
#3 - River Park,2025-07-13,1180,1032,2212,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,7,2025
#3 - River Park,2025-07-14,958,838,1796,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,7,2025
#3 - River Park,2025-07-16,923,750,1673,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,7,2025
#3 - River Park,2025-07-17,408,354,762,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,7,2025
#3 - River Park,2025-07-18,318,241,559,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,7,2025
#3 - River Park,2025-07-19,1181,929,2110,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,7,2025
#3 - River Park,2025-07-20,997,819,1816,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,7,2025
#3 - River Park,2025-07-21,718,598,1316,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,7,2025
#3 - River Park,2025-07-22,1190,885,2075,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,7,2025
#3 - River Park,2025-07-23,1141,938,2079,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,7,2025
#3 - River Park,2025-07-24,634,552,1186,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,7,2025
#3 - River Park,2025-07-25,747,615,1362,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,7,2025
#3 - River Park,2025-07-26,253,201,454,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,7,2025
#3 - River Park,2025-07-27,338,334,672,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,7,2025
#3 - River Park,2025-07-28,700,624,1324,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,7,2025
#3 - River Park,2025-07-29,958,773,1731,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,7,2025
#3 - River Park,2025-07-30,1106,917,2023,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,7,2025
#3 - River Park,2025-08-01,632,540,1172,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,8,2025
#3 - River Park,2025-08-02,964,808,1772,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,8,2025
#3 - River Park,2025-08-03,910,820,1730,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,8,2025
#3 - River Park,2025-08-04,721,630,1351,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,8,2025
#3 - River Park,2025-08-05,1220,1010,2230,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,8,2025
#3 - River Park,2025-08-06,1053,911,1964,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,8,2025
#3 - River Park,2025-08-07,1027,861,1888,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,8,2025
#3 - River Park,2025-08-09,846,711,1557,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,8,2025
#3 - River Park,2025-08-10,929,812,1741,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,8,2025
#3 - River Park,2025-08-11,991,832,1823,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,8,2025
#3 - River Park,2025-08-12,1124,854,1978,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,8,2025
#3 - River Park,2025-08-13,980,777,1757,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,8,2025
#3 - River Park,2025-08-14,868,732,1600,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,8,2025
#3 - River Park,2025-08-15,744,598,1342,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,8,2025
#3 - River Park,2025-08-16,663,599,1262,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,8,2025
#3 - River Park,2025-08-17,1108,910,2018,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,8,2025
#3 - River Park,2025-08-18,887,753,1640,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,8,2025
#3 - River Park,2025-08-19,1186,874,2060,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,8,2025
#3 - River Park,2025-08-21,398,247,645,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,8,2025
#3 - River Park,2025-08-22,623,505,1128,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,8,2025
#3 - River Park,2025-08-23,804,703,1507,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,8,2025
#3 - River Park,2025-08-24,1014,873,1887,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,8,2025
#3 - River Park,2025-08-25,847,700,1547,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,8,2025
#3 - River Park,2025-08-26,1104,856,1960,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,8,2025
#3 - River Park,2025-08-27,928,807,1735,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,8,2025
#3 - River Park,2025-08-29,884,671,1555,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,8,2025
#3 - River Park,2025-08-30,559,431,990,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,8,2025
#3 - River Park,2025-08-31,442,370,812,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,8,2025
#3 - River Park,2025-09-01,972,815,1787,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2025
#3 - River Park,2025-09-02,999,772,1771,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2025
#3 - River Park,2025-09-03,879,697,1576,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2025
#3 - River Park,2025-09-04,1001,826,1827,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2025
#3 - River Park,2025-09-05,843,600,1443,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2025
#3 - River Park,2025-09-06,740,645,1385,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2025
#3 - River Park,2025-09-07,1433,1187,2620,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2025
#3 - River Park,2025-09-08,913,660,1573,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2025
#3 - River Park,2025-09-09,1069,776,1845,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2025
#3 - River Park,2025-09-10,270,185,455,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2025
#3 - River Park,2025-09-11,282,184,466,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2025
#3 - River Park,2025-09-12,0,0,0,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2025
#3 - River Park,2025-09-13,0,0,0,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2025
#3 - River Park,2025-09-14,439,335,774,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2025
#3 - River Park,2025-09-15,1342,995,2337,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2025
#3 - River Park,2025-09-16,504,350,854,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2025
#3 - River Park,2025-09-17,596,476,1072,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2025
#3 - River Park,2025-09-18,714,563,1277,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2025
#3 - River Park,2025-09-19,749,570,1319,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2025
#3 - River Park,2025-09-20,1003,773,1776,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2025
#3 - River Park,2025-09-21,1202,985,2187,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2025
#3 - River Park,2025-09-22,969,745,1714,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2025
#3 - River Park,2025-09-23,594,371,965,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2025
#3 - River Park,2025-09-24,154,144,298,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2025
#3 - River Park,2025-09-25,119,102,221,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2025
#3 - River Park,2025-09-26,128,89,217,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2025
#3 - River Park,2025-09-27,504,380,884,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2025
#3 - River Park,2025-09-28,651,589,1240,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2025
#3 - River Park,2025-09-29,559,386,945,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2025
#3 - River Park,2025-09-30,574,419,993,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2025
#3 - River Park,2025-10-01,408,338,746,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2025
#3 - River Park,2025-10-02,439,359,798,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2025
#3 - River Park,2025-10-03,334,260,594,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2025
#3 - River Park,2025-10-04,351,320,671,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2025
#3 - River Park,2025-10-05,219,177,396,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2025
#3 - River Park,2025-10-06,170,134,304,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2025
#3 - River Park,2025-10-07,468,315,783,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2025
#3 - River Park,2025-10-08,514,474,988,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2025
#3 - River Park,2025-10-09,222,194,416,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2025
#3 - River Park,2025-10-10,304,234,538,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2025
#3 - River Park,2025-10-11,361,296,657,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2025
#3 - River Park,2025-10-12,425,340,765,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2025
#3 - River Park,2025-10-13,420,319,739,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2025
#3 - River Park,2025-10-14,457,349,806,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2025
#3 - River Park,2025-10-15,345,291,636,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2025
#3 - River Park,2025-10-16,358,281,639,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2025
#3 - River Park,2025-10-17,287,245,532,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2025
#3 - River Park,2025-10-18,300,257,557,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2025
#3 - River Park,2025-10-19,404,311,715,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2025
#3 - River Park,2025-10-20,322,266,588,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2025
#3 - River Park,2025-10-21,339,284,623,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2025
#3 - River Park,2025-10-23,324,267,591,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2025
#3 - River Park,2025-10-24,200,168,368,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2025
#3 - River Park,2025-10-25,323,270,593,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2025
#3 - River Park,2025-10-28,286,186,472,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2025
#3 - River Park,2025-10-29,418,327,745,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2025
#3 - River Park,2025-10-30,313,241,554,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2025
#3 - River Park,2025-10-31,264,220,484,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2025
#3 - River Park,2025-11-01,483,398,881,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,11,2025
#3 - River Park,2025-11-02,334,262,596,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,11,2025
#3 - River Park,2025-11-03,105,75,180,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,11,2025
#3 - River Park,2025-11-04,379,281,660,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,11,2025
#3 - River Park,2025-11-05,380,267,647,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,11,2025
#3 - River Park,2025-11-06,329,251,580,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,11,2025
#3 - River Park,2025-11-07,321,274,595,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,11,2025
#3 - River Park,2025-11-08,127,86,213,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,11,2025
#3 - River Park,2025-11-09,227,183,410,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,11,2025
#3 - River Park,2025-11-10,262,200,462,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,11,2025
#3 - River Park,2025-11-11,289,217,506,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,11,2025
#3 - River Park,2025-11-12,221,156,377,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,11,2025
#3 - River Park,2025-11-13,223,136,359,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,11,2025
#3 - River Park,2025-11-14,134,101,235,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,11,2025
#3 - River Park,2025-11-15,84,70,154,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,11,2025
#3 - River Park,2025-11-16,167,121,288,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,11,2025
#3 - River Park,2025-11-17,35,22,57,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,11,2025
#3 - River Park,2025-11-18,216,211,427,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,11,2025
#3 - River Park,2025-11-19,186,125,311,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,11,2025
#3 - River Park,2025-11-20,159,111,270,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,11,2025
#3 - River Park,2025-11-21,123,82,205,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,11,2025
#3 - River Park,2025-11-22,66,55,121,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,11,2025
#3 - River Park,2025-11-25,33,25,58,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,11,2025
#3 - River Park,2025-11-26,89,79,168,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,11,2025
#3 - River Park,2025-11-27,141,114,255,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,11,2025
#3 - River Park,2025-11-28,138,119,257,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,11,2025
#3 - River Park,2025-11-29,108,117,225,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,11,2025
#3 - River Park,2025-11-30,70,57,127,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,11,2025
#3 - River Park,2025-12-01,143,123,266,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,12,2025
#3 - River Park,2025-12-02,91,62,153,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,12,2025
#3 - River Park,2025-12-03,140,78,218,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,12,2025
#3 - River Park,2025-12-04,118,78,196,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,12,2025
#3 - River Park,2025-12-05,64,41,105,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,12,2025
#3 - River Park,2025-12-06,81,55,136,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,12,2025
#3 - River Park,2025-12-07,106,84,190,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,12,2025
#4 - Dolnozemská,2025-02-07,111,114,225,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,2,2025
#4 - Dolnozemská,2025-02-08,101,106,207,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,2,2025
#4 - Dolnozemská,2025-02-09,142,184,326,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,2,2025
#4 - Dolnozemská,2025-02-10,160,176,336,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,2,2025
#4 - Dolnozemská,2025-02-11,156,174,330,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,2,2025
#4 - Dolnozemská,2025-02-12,51,37,88,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,2,2025
#4 - Dolnozemská,2025-02-13,36,35,71,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,2,2025
#4 - Dolnozemská,2025-02-14,64,56,120,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,2,2025
#4 - Dolnozemská,2025-02-15,168,177,345,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,2,2025
#4 - Dolnozemská,2025-02-16,175,171,346,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,2,2025
#4 - Dolnozemská,2025-02-18,98,104,202,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,2,2025
#4 - Dolnozemská,2025-02-20,99,120,219,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,2,2025
#4 - Dolnozemská,2025-02-21,95,83,178,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,2,2025
#4 - Dolnozemská,2025-02-22,211,202,413,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,2,2025
#4 - Dolnozemská,2025-02-23,217,229,446,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,2,2025
#4 - Dolnozemská,2025-02-25,98,100,198,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,2,2025
#4 - Dolnozemská,2025-02-27,19,18,37,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,2,2025
#4 - Dolnozemská,2025-02-28,251,306,557,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,2,2025
#4 - Dolnozemská,2025-03-01,472,472,944,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,3,2025
#4 - Dolnozemská,2025-03-02,508,500,1008,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,3,2025
#4 - Dolnozemská,2025-03-03,291,281,572,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,3,2025
#4 - Dolnozemská,2025-03-04,439,457,896,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,3,2025
#4 - Dolnozemská,2025-03-05,566,568,1134,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,3,2025
#4 - Dolnozemská,2025-03-06,628,647,1275,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,3,2025
#4 - Dolnozemská,2025-03-07,823,797,1620,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,3,2025
#4 - Dolnozemská,2025-03-08,1404,1432,2836,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,3,2025
#4 - Dolnozemská,2025-03-09,1453,1455,2908,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,3,2025
#4 - Dolnozemská,2025-03-10,238,225,463,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,3,2025
#4 - Dolnozemská,2025-03-11,385,420,805,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,3,2025
#4 - Dolnozemská,2025-03-12,394,392,786,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,3,2025
#4 - Dolnozemská,2025-03-13,120,137,257,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,3,2025
#4 - Dolnozemská,2025-03-14,40,35,75,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,3,2025
#4 - Dolnozemská,2025-03-15,98,96,194,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,3,2025
#4 - Dolnozemská,2025-03-16,211,243,454,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,3,2025
#4 - Dolnozemská,2025-03-17,107,116,223,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,3,2025
#4 - Dolnozemská,2025-03-18,284,270,554,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,3,2025
#4 - Dolnozemská,2025-03-20,487,473,960,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,3,2025
#4 - Dolnozemská,2025-03-22,656,687,1343,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,3,2025
#4 - Dolnozemská,2025-03-23,528,552,1080,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,3,2025
#4 - Dolnozemská,2025-03-24,0,0,0,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,3,2025
#4 - Dolnozemská,2025-03-25,0,0,0,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,3,2025
#4 - Dolnozemská,2025-03-27,0,0,0,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,3,2025
#4 - Dolnozemská,2025-03-29,0,0,0,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,3,2025
#4 - Dolnozemská,2025-03-31,40,33,73,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,3,2025
#4 - Dolnozemská,2025-04-01,495,457,952,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,4,2025
